district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
28,6.7,arkansas,3.1,7.4,0.1466944760460118,0.1018202502844141,0.4959,25.25,21.27,20.64,17.49,15.34,37.1,24.64,37.06,35.27,3.03,876.0,74.5,3.25,0.9723,0.0277,8.3,0.1974,0.402,0.2474,0.1532,34961,0.3387,0.1685,0.2236,0.2691,0.1194,0.3621,0.3369,0.1817,state house,2020,0
29,13.1,arkansas,21.7,15.6,0.6882532766435925,0.565831547137988,0.5515,31.21,20.51,21.0,17.22,10.06,34.1,18.77,52.25,26.4,2.58,768.0,57.2,3.56,0.8654,0.1346,23.6,0.2563,0.4753,0.1746,0.0938,29371,0.2663,0.2318,0.2032,0.2988,0.166,0.3865,0.3143,0.1332,state house,2020,1
30,11.7,arkansas,11.8,9.8,0.6731724627395316,0.5809084457061746,0.5683,27.92,20.67,19.5,17.81,14.1,36.4,22.02,43.39,30.65,3.93,841.0,57.2,3.12,0.9249,0.0751,13.4,0.1948,0.4586,0.1509,0.1957,32779,0.3552,0.1706,0.2378,0.2364,0.112,0.297,0.2907,0.3002,state house,2020,1
31,5.0,arkansas,6.5,4.8,0.1382442258936282,0.0962304627643273,0.5085,25.96,16.81,19.53,21.22,16.48,40.7,20.01,24.84,34.74,20.4,1115.0,80.9,3.1,0.9441,0.0559,5.8,0.0851,0.3193,0.2294,0.3662,46225,0.4989,0.084,0.2744,0.1428,0.0501,0.2565,0.2796,0.4138,state house,2020,0
32,2.7,arkansas,12.1,4.8,0.3083604098975256,0.1807048237940514,0.5419,25.73,19.2,20.23,17.31,17.53,39.0,8.17,26.1,41.8,23.94,1244.0,71.9,3.14,0.8763,0.1237,7.2,0.1229,0.2672,0.189,0.4209,49101,0.6034,0.0961,0.2116,0.0889,0.0378,0.1152,0.2337,0.6133,state house,2020,1
33,8.3,arkansas,6.8,6.2,0.3020668299006193,0.2507561572807144,0.5129,16.78,27.45,19.74,19.57,16.46,38.9,14.2,45.98,33.85,5.98,900.0,46.6,2.95,0.9372,0.0628,13.7,0.152,0.3251,0.2792,0.2438,40753,0.5814,0.1143,0.2237,0.0806,0.0597,0.1955,0.2348,0.51,state house,2020,1
34,17.9,arkansas,5.4,9.9,0.6819564708635619,0.6166237616038692,0.5386,24.06,24.57,19.09,18.62,13.66,36.2,18.63,51.29,28.57,1.51,833.0,45.7,3.06,0.9555,0.0445,23.0,0.2918,0.4352,0.1817,0.0912,28357,0.3766,0.2186,0.2514,0.1534,0.1149,0.2872,0.338,0.2599,state house,2020,1
35,4.5,arkansas,5.7,4.9,0.2722754929756936,0.1942595011308973,0.5524,23.06,22.74,17.43,20.35,16.43,38.5,9.9,33.5,42.39,14.21,1109.0,57.9,2.91,0.9324,0.0676,10.3,0.0954,0.3079,0.2614,0.3354,45442,0.5576,0.1088,0.2339,0.0997,0.0316,0.1626,0.2809,0.5249,state house,2020,1
36,19.7,arkansas,10.4,11.3,0.6346446349557522,0.5521985619469026,0.5177,28.55,19.55,19.16,18.88,13.86,36.4,29.29,44.0,24.74,1.97,729.0,52.6,3.38,0.9361,0.0639,25.2,0.2512,0.5164,0.1632,0.0692,30048,0.2752,0.2162,0.1982,0.3104,0.1761,0.3645,0.3173,0.1422,state house,2020,1
37,24.8,arkansas,3.5,10.1,0.691287744855385,0.6320627961247437,0.5791,28.41,23.11,16.34,17.59,14.55,34.1,28.66,48.21,22.39,0.74,762.0,37.1,3.24,0.968,0.032,35.5,0.2447,0.5147,0.1342,0.1064,25228,0.3314,0.2202,0.2253,0.2231,0.1657,0.3487,0.3055,0.1801,state house,2020,1
38,7.3,arkansas,6.0,8.3,0.3153785071466384,0.2141344626786659,0.5499,23.98,20.95,17.33,17.52,20.22,38.5,18.45,39.93,36.85,4.77,900.0,63.8,3.04,0.9462,0.0538,12.4,0.1243,0.4094,0.2434,0.2229,38460,0.4502,0.159,0.2231,0.1677,0.0726,0.2646,0.3047,0.358,state house,2020,0
39,9.3,arkansas,4.9,6.1,0.3833637615707376,0.2847442426571858,0.543,24.14,18.66,22.65,19.48,15.07,40.3,12.35,39.99,36.58,11.08,976.0,62.5,2.99,0.956,0.044,13.0,0.1473,0.3779,0.2504,0.2244,37262,0.4499,0.1206,0.2345,0.1951,0.0857,0.2437,0.3455,0.3251,state house,2020,0
40,8.4,arkansas,5.3,9.7,0.1522933978930838,0.0709284826277563,0.4923,24.04,17.71,19.16,22.74,16.34,41.1,30.94,34.23,31.31,3.52,801.0,78.9,3.26,0.9515,0.0485,12.2,0.1602,0.4359,0.2614,0.1425,33423,0.3347,0.1715,0.2112,0.2826,0.1057,0.3616,0.3341,0.1986,state house,2020,0
41,8.3,arkansas,3.7,5.0,0.3659286963865596,0.3032514930325149,0.5159,27.45,18.36,18.67,19.16,16.37,37.6,17.84,38.37,38.28,5.5,915.0,69.1,3.16,0.9666,0.0334,8.1,0.1537,0.3639,0.2719,0.2105,37684,0.4081,0.172,0.2465,0.1734,0.0643,0.2623,0.3893,0.2841,state house,2020,0
42,14.5,arkansas,5.0,7.6,0.473530333089694,0.3939299015001218,0.5261,26.43,27.21,17.0,16.53,12.83,33.4,18.61,48.26,32.09,1.04,829.0,48.5,3.18,0.9576,0.0424,19.9,0.2086,0.5031,0.162,0.1263,29820,0.2803,0.2019,0.257,0.2608,0.0911,0.3279,0.3882,0.1928,state house,2020,1
43,7.6,arkansas,4.4,6.9,0.1029596066711655,0.0261255181721777,0.5112,28.11,20.17,20.47,18.89,12.36,36.1,19.1,36.39,40.37,4.14,931.0,67.4,3.08,0.9648,0.0352,11.6,0.1793,0.4027,0.2511,0.167,37766,0.3742,0.1569,0.2259,0.2431,0.0767,0.3312,0.3823,0.2098,state house,2020,0
44,10.0,arkansas,3.6,7.6,0.0448153582783076,0.0140926876987038,0.5136,30.16,18.26,20.32,18.25,13.02,36.1,28.11,29.17,38.12,4.6,880.0,76.7,3.28,0.9804,0.0196,10.7,0.1628,0.4224,0.2331,0.1817,36890,0.3512,0.1676,0.1782,0.303,0.1044,0.4184,0.2846,0.1927,state house,2020,0
45,8.9,arkansas,5.3,10.2,0.06325500435161,0.0213751087902523,0.512,24.29,18.82,21.47,20.2,15.23,40.4,31.16,46.54,18.27,4.03,695.0,70.1,3.13,0.9607,0.0393,11.1,0.2264,0.4053,0.2359,0.1323,29512,0.2707,0.1933,0.211,0.3251,0.1589,0.4254,0.2544,0.1613,state house,2020,0
46,16.0,arkansas,8.4,7.8,0.1559500328731098,0.0898093359631821,0.5454,30.2,24.5,14.05,16.04,15.22,31.6,24.97,45.49,25.56,3.98,742.0,57.6,3.17,0.9562,0.0438,18.2,0.2462,0.3882,0.2112,0.1544,24703,0.4212,0.1788,0.1908,0.2092,0.096,0.2844,0.3616,0.258,state house,2020,0
47,19.7,arkansas,1.8,8.4,0.2134497350463192,0.1457817086653196,0.5205,21.99,18.41,19.14,20.82,19.64,42.2,50.48,36.59,12.17,0.76,496.0,70.0,2.85,0.9932,0.0068,18.9,0.2312,0.4527,0.2048,0.1113,27469,0.2934,0.1825,0.1954,0.3286,0.1752,0.4492,0.2611,0.1145,state house,2020,0
48,27.2,arkansas,5.8,9.5,0.6440294725351838,0.5768196171689213,0.4173,21.76,22.45,21.98,18.03,15.78,39.2,44.63,44.69,10.25,0.43,533.0,54.3,2.97,0.9618,0.0382,28.8,0.3229,0.4438,0.1204,0.1129,25110,0.2509,0.1717,0.1751,0.4023,0.2221,0.389,0.3022,0.0867,state house,2020,1
49,16.1,arkansas,2.5,8.3,0.3776531687490592,0.3365949119373776,0.5375,26.48,16.14,17.47,20.59,19.32,41.1,39.26,45.66,14.38,0.7,589.0,61.6,3.0,0.9798,0.0202,22.0,0.2378,0.4377,0.2045,0.1201,30546,0.263,0.1717,0.2144,0.3509,0.1758,0.3875,0.3039,0.1328,state house,2020,0
50,22.7,arkansas,1.5,7.3,0.6088520369529002,0.504884143571104,0.5322,29.98,17.52,17.64,20.12,14.74,37.1,34.95,46.14,15.75,3.16,648.0,58.8,3.11,0.9863,0.0137,23.6,0.2754,0.3834,0.1963,0.1449,26983,0.2615,0.1901,0.1989,0.3495,0.2115,0.3875,0.2782,0.1228,state house,2020,1
51,14.1,arkansas,2.9,8.8,0.4548839658479708,0.3781171249106706,0.5373,27.94,21.6,17.69,17.88,14.88,35.3,22.36,50.7,25.07,1.87,784.0,58.2,3.16,0.9753,0.0247,17.2,0.1541,0.461,0.2277,0.1572,36118,0.3462,0.1564,0.2023,0.295,0.1304,0.3215,0.3669,0.1813,state house,2020,1
52,13.1,arkansas,3.0,9.4,0.1047149663216691,0.0389354361754558,0.4868,27.18,18.74,18.91,19.02,16.15,37.6,41.11,38.29,19.23,1.36,608.0,69.2,3.02,0.975,0.025,17.2,0.1936,0.4363,0.246,0.1241,30725,0.2976,0.1522,0.2436,0.3067,0.1494,0.4028,0.2904,0.1574,state house,2020,0
53,11.5,arkansas,3.4,7.4,0.1460933599600599,0.0812843235147279,0.5099,26.76,25.52,16.89,17.02,13.81,33.8,27.93,41.5,27.76,2.81,780.0,61.0,2.98,0.9791,0.0209,17.0,0.2004,0.4262,0.2304,0.143,29575,0.3703,0.1316,0.2113,0.2868,0.0987,0.3547,0.3237,0.2229,state house,2020,0
54,15.2,arkansas,3.0,7.4,0.1565722114067344,0.0859470762131372,0.5175,26.79,18.92,17.26,19.95,17.07,38.8,36.82,45.58,16.62,0.97,655.0,62.9,3.0,0.9866,0.0134,18.2,0.1963,0.4364,0.1818,0.1856,31996,0.2828,0.1518,0.1709,0.3945,0.1706,0.4166,0.2635,0.1493,state house,2020,0
55,22.6,arkansas,4.4,8.3,0.5727910459525498,0.5249073855127295,0.5294,29.98,18.84,18.06,19.07,14.05,36.3,38.07,48.57,13.07,0.29,595.0,52.6,2.86,0.9756,0.0244,25.6,0.2691,0.4645,0.1346,0.1318,27640,0.2484,0.1666,0.2027,0.3823,0.1956,0.4051,0.2814,0.1179,state house,2020,1
56,15.7,arkansas,1.4,6.2,0.0382863702003184,0.0034805791091198,0.505,23.53,16.7,17.42,20.32,22.02,43.5,45.16,42.11,10.53,2.2,537.0,72.6,2.72,0.9946,0.0054,17.5,0.2479,0.4481,0.1953,0.1087,28795,0.3023,0.1398,0.191,0.3669,0.1683,0.4263,0.2735,0.1319,state house,2020,0
57,16.5,arkansas,1.7,7.8,0.0799637522654834,0.0326854571589275,0.5217,27.14,21.8,19.43,17.32,14.31,35.7,23.0,50.29,24.8,1.9,737.0,61.3,2.99,0.99,0.01,18.5,0.1907,0.4512,0.2347,0.1234,29230,0.3109,0.1652,0.1969,0.327,0.1016,0.4207,0.3059,0.1718,state house,2020,0
58,7.0,arkansas,6.1,8.5,0.2420713649041088,0.1671410908881796,0.5591,27.05,21.75,19.59,15.38,16.23,35.8,22.83,41.36,29.29,6.52,833.0,53.9,2.92,0.9407,0.0593,16.1,0.2354,0.362,0.1896,0.213,30346,0.4038,0.1788,0.2204,0.197,0.0903,0.2665,0.3328,0.3104,state house,2020,0
59,21.4,arkansas,8.0,10.1,0.3223713363296828,0.2346331581945939,0.5254,31.34,22.08,18.88,16.85,10.86,32.8,30.02,49.63,14.89,5.45,704.0,51.9,3.18,0.9392,0.0608,23.1,0.2155,0.5016,0.1545,0.1284,28048,0.2785,0.2127,0.2222,0.2865,0.1191,0.3456,0.332,0.2033,state house,2020,0
60,15.5,arkansas,1.9,6.8,0.053608461219411,0.0088137702198257,0.5073,24.62,16.48,17.0,21.42,20.49,43.4,52.98,34.14,11.55,1.34,473.0,74.9,2.92,0.9877,0.0123,14.0,0.22,0.4661,0.2274,0.0864,26412,0.2445,0.1756,0.2224,0.3575,0.1559,0.4107,0.317,0.1164,state house,2020,0
61,13.6,arkansas,1.8,8.2,0.0563094788195279,0.0063215034184216,0.5147,24.38,15.5,15.89,19.89,24.34,44.9,46.6,38.33,12.87,2.2,525.0,78.1,3.02,0.9736,0.0264,20.3,0.2428,0.4454,0.1708,0.1411,27249,0.3104,0.1719,0.1959,0.3219,0.1521,0.3685,0.3458,0.1336,state house,2020,0
62,16.6,arkansas,2.1,5.9,0.0865944760468782,0.0101775066822013,0.4994,21.16,14.64,17.5,21.59,25.1,47.8,49.79,35.52,13.06,1.62,502.0,74.1,3.17,0.9914,0.0086,17.8,0.2638,0.4728,0.1779,0.0856,24556,0.2658,0.2142,0.1743,0.3456,0.1925,0.3591,0.325,0.1234,state house,2020,0
63,7.5,arkansas,5.5,8.9,0.1088303517524069,0.0224651266245114,0.5125,26.41,18.78,18.04,19.18,17.59,38.8,32.97,43.99,21.2,1.85,664.0,73.3,3.1,0.9589,0.0411,14.2,0.2348,0.4621,0.1711,0.132,28055,0.3169,0.173,0.2094,0.3008,0.1363,0.3503,0.3331,0.1803,state house,2020,0
64,9.8,arkansas,1.1,7.2,0.0455736374035942,0.0020664969187054,0.509,19.01,12.02,15.07,26.46,27.44,52.7,46.62,35.26,15.46,2.66,536.0,83.2,2.7,0.9934,0.0066,17.3,0.25,0.4642,0.2014,0.0844,26010,0.3013,0.1607,0.1968,0.3411,0.1633,0.4007,0.3058,0.1302,state house,2020,0
65,14.8,arkansas,3.3,5.8,0.1299596859749628,0.0828205672254049,0.5113,24.71,16.51,17.65,21.83,19.3,43.3,43.75,36.72,18.38,1.16,581.0,72.0,3.09,0.9798,0.0202,19.7,0.2368,0.3772,0.2298,0.1562,27592,0.2781,0.1663,0.1903,0.3653,0.1352,0.413,0.2861,0.1656,state house,2020,0
66,10.6,arkansas,2.3,9.0,0.0621180555555555,0.0194791666666666,0.4937,22.91,17.87,16.39,20.49,22.35,43.0,40.05,38.98,17.16,3.81,598.0,72.8,3.01,0.9787,0.0213,14.1,0.1982,0.4379,0.2068,0.1571,29990,0.3039,0.197,0.178,0.3212,0.1412,0.4133,0.2808,0.1646,state house,2020,0
67,5.3,arkansas,2.7,4.7,0.0712135176651305,0.0263287250384024,0.5189,31.19,18.64,20.92,17.75,11.51,35.1,22.41,29.29,39.68,8.62,980.0,79.6,3.43,0.9807,0.0193,10.3,0.1376,0.3405,0.2715,0.2504,41897,0.4732,0.1356,0.1856,0.2056,0.0667,0.3135,0.3136,0.3061,state house,2020,0
68,10.5,arkansas,2.1,7.1,0.0397327707454289,0.0038677918424753,0.5071,23.95,16.0,17.99,21.59,20.46,43.5,39.87,35.18,22.55,2.4,621.0,86.1,3.07,0.985,0.015,13.5,0.2826,0.3343,0.2112,0.1719,30791,0.3189,0.1678,0.1945,0.3188,0.1375,0.383,0.2808,0.1988,state house,2020,0
69,11.5,arkansas,10.6,7.4,0.1011756086189096,0.013887501248876,0.5089,26.17,18.08,17.7,20.45,17.6,39.9,43.35,39.15,15.98,1.51,592.0,73.9,3.19,0.9037,0.0963,17.6,0.2653,0.422,0.1698,0.143,27094,0.2899,0.1624,0.1782,0.3694,0.1806,0.4044,0.2507,0.1643,state house,2020,0
70,8.2,arkansas,7.8,8.6,0.244359003143242,0.1478165693758419,0.5345,25.99,31.53,17.62,14.11,10.75,29.1,14.28,44.59,35.95,5.18,887.0,53.0,3.07,0.9339,0.0661,17.7,0.232,0.3751,0.2165,0.1763,30503,0.4412,0.1847,0.2157,0.1583,0.0479,0.206,0.3763,0.3697,state house,2020,0
71,14.8,arkansas,15.9,7.2,0.1740312261742964,0.0510491596777936,0.52,31.22,27.57,14.93,14.24,12.04,27.9,27.93,48.19,21.36,2.52,714.0,58.4,3.34,0.8885,0.1115,18.8,0.3476,0.3514,0.1719,0.1291,19596,0.3047,0.2388,0.1756,0.2808,0.1218,0.268,0.3786,0.2315,state house,2020,0
72,12.8,arkansas,5.0,9.9,0.2978723404255319,0.2323619374138684,0.5252,24.02,31.96,16.08,15.44,12.5,31.5,17.07,56.11,24.25,2.57,803.0,42.7,3.04,0.9612,0.0388,22.1,0.2718,0.4441,0.1724,0.1117,26399,0.3594,0.1964,0.2624,0.1817,0.0677,0.3053,0.3842,0.2428,state house,2020,1
73,11.7,arkansas,15.3,7.1,0.1917577179731612,0.0203857153332844,0.5025,26.86,16.63,19.76,19.18,17.57,40.0,46.74,34.41,15.85,3.0,540.0,71.9,3.22,0.8981,0.1019,14.1,0.2621,0.4355,0.2096,0.0928,28247,0.2619,0.1862,0.1935,0.3583,0.1753,0.3945,0.2852,0.1451,state house,2020,0
74,12.6,arkansas,3.1,6.0,0.092230296254891,0.0133454443823365,0.5107,24.55,16.52,17.43,21.39,20.11,43.2,43.49,39.04,15.49,1.98,560.0,77.3,3.06,0.9849,0.0151,16.6,0.2559,0.4619,0.1836,0.0986,27489,0.2534,0.1826,0.1994,0.3647,0.1366,0.4303,0.3169,0.1162,state house,2020,0
75,7.9,arkansas,3.3,6.7,0.063731248112226,0.0055039097895761,0.5217,26.02,17.16,17.77,18.61,20.45,40.2,34.01,37.86,24.08,4.05,705.0,80.8,2.88,0.9743,0.0257,13.6,0.183,0.4382,0.2201,0.1587,33655,0.3839,0.1124,0.2177,0.286,0.131,0.3459,0.3383,0.1848,state house,2020,0
76,9.4,arkansas,13.9,8.7,0.2883825672274473,0.0791164392634786,0.5258,23.24,21.94,17.21,17.69,19.92,38.6,21.87,43.65,27.88,6.6,790.0,56.0,2.93,0.8923,0.1077,11.8,0.1804,0.3761,0.2008,0.2427,32725,0.4193,0.1613,0.2253,0.1941,0.1048,0.2416,0.3505,0.3031,state house,2020,0
77,10.2,arkansas,9.5,10.9,0.2546490599515474,0.0557887194185689,0.5192,24.33,20.82,20.06,19.72,15.06,38.8,26.7,45.9,24.45,2.94,759.0,52.2,2.79,0.9369,0.0631,12.0,0.2377,0.3846,0.1712,0.2066,29023,0.3399,0.1649,0.2489,0.2463,0.1149,0.2995,0.3315,0.2542,state house,2020,0
78,24.8,arkansas,39.5,18.3,0.5707817792216769,0.1264256583949678,0.5176,32.53,20.98,19.29,17.66,9.54,32.5,31.7,55.24,12.6,0.47,642.0,43.1,3.31,0.7421,0.2579,32.6,0.2874,0.5413,0.1121,0.0591,25190,0.1667,0.2038,0.1825,0.4471,0.3027,0.3482,0.2565,0.0926,state house,2020,1
79,14.9,arkansas,12.0,9.8,0.1659002706845383,0.0222417897792127,0.5085,25.73,22.58,17.47,18.11,16.11,36.4,25.76,52.72,20.64,0.88,708.0,65.6,3.04,0.9194,0.0806,17.2,0.283,0.3742,0.2268,0.116,27204,0.2744,0.1892,0.2199,0.3164,0.1513,0.3478,0.314,0.1868,state house,2020,0
80,7.1,arkansas,5.7,10.3,0.1260431743294429,0.0119175930773257,0.5273,28.41,16.9,18.36,19.31,17.02,39.5,26.98,39.74,28.72,4.56,803.0,74.7,3.11,0.9573,0.0427,13.9,0.1723,0.4552,0.1992,0.1733,32660,0.3458,0.1595,0.2143,0.2804,0.1517,0.3536,0.2925,0.2022,state house,2020,0
81,7.9,arkansas,2.7,7.4,0.0849269997943656,0.0092535471930906,0.5182,26.63,17.05,18.79,20.47,17.06,40.2,35.69,35.85,25.25,3.21,667.0,82.9,3.16,0.986,0.014,13.5,0.1675,0.4379,0.2012,0.1935,35505,0.3463,0.1565,0.227,0.2702,0.1223,0.3769,0.3222,0.1786,state house,2020,0
82,15.0,arkansas,2.4,6.8,0.0750217580504786,0.0066492602262837,0.5013,25.41,17.68,17.34,19.84,19.74,41.5,48.44,36.67,13.05,1.84,520.0,75.5,3.33,0.982,0.018,19.9,0.2202,0.4783,0.2201,0.0814,28470,0.271,0.1395,0.1905,0.3991,0.1517,0.4487,0.2987,0.1009,state house,2020,0
83,9.6,arkansas,0.7,6.6,0.0456069257690182,0.0021366734205194,0.4993,22.65,15.59,15.7,22.59,23.48,46.9,47.86,33.86,17.46,0.83,519.0,81.0,3.08,0.9972,0.0028,12.3,0.2201,0.5195,0.164,0.0964,27378,0.2978,0.1824,0.223,0.2969,0.1395,0.386,0.3288,0.1456,state house,2020,0
84,5.4,arkansas,7.7,8.3,0.1537613745549087,0.0238795003673769,0.5053,27.42,19.54,21.14,17.2,14.7,37.5,12.59,42.6,31.34,13.48,928.0,59.5,3.04,0.9465,0.0535,12.9,0.1241,0.333,0.2801,0.2628,41506,0.5354,0.1411,0.1936,0.1299,0.0556,0.2365,0.2538,0.4541,state house,2020,1
85,6.0,arkansas,6.2,9.0,0.1483289741354257,0.0344957861086893,0.5159,24.57,31.57,16.96,16.86,10.04,31.4,13.36,39.52,38.94,8.18,965.0,51.3,3.01,0.9569,0.0431,17.6,0.1363,0.415,0.2155,0.2332,32231,0.4739,0.1496,0.2283,0.1482,0.0668,0.2273,0.3544,0.3515,state house,2020,1
86,8.3,arkansas,9.2,7.0,0.226040043852057,0.0797415036639547,0.5131,26.19,46.89,12.36,10.16,4.4,23.9,11.41,53.42,30.61,4.56,839.0,24.6,2.79,0.9211,0.0789,29.0,0.2294,0.375,0.2296,0.1661,21818,0.4747,0.2009,0.2072,0.1172,0.0422,0.1757,0.475,0.3071,state house,2020,1
87,5.4,arkansas,19.4,10.8,0.2640795470238917,0.0125120839663029,0.4981,30.9,20.41,18.01,17.77,12.91,33.9,21.73,36.79,35.76,5.73,879.0,66.6,3.15,0.8551,0.1449,13.2,0.1874,0.4225,0.189,0.2011,33534,0.3635,0.1482,0.2064,0.2819,0.1468,0.3253,0.2801,0.2478,state house,2020,0
88,7.8,arkansas,30.9,17.1,0.3295675413022352,0.0308855685131195,0.4867,29.7,21.91,21.04,14.72,12.63,34.1,18.57,46.9,28.01,6.52,810.0,49.6,3.38,0.7861,0.2139,14.3,0.1913,0.4136,0.1846,0.2105,30767,0.3506,0.1335,0.2037,0.3122,0.2052,0.2362,0.2712,0.2874,state house,2020,0
89,14.1,arkansas,53.4,21.6,0.5646216893999633,0.0345586886048076,0.5304,35.4,23.32,19.81,14.0,7.48,28.9,16.42,60.58,22.34,0.66,796.0,38.5,3.46,0.6134,0.3866,19.5,0.2952,0.4919,0.1343,0.0786,26291,0.2135,0.1742,0.1392,0.4731,0.3554,0.2987,0.2553,0.0906,state house,2020,1
90,2.7,arkansas,18.5,9.4,0.1641507983290192,0.0175042927804402,0.5132,32.27,21.78,22.47,14.8,8.69,32.3,14.16,26.28,43.23,16.33,1177.0,71.1,3.34,0.8231,0.1769,7.0,0.1137,0.3564,0.2144,0.3155,43133,0.437,0.1108,0.2283,0.2239,0.1087,0.2442,0.2703,0.3767,state house,2020,0
91,3.8,arkansas,7.6,5.7,0.1262721808472425,0.0227016930482051,0.5125,31.34,21.55,21.6,16.19,9.33,33.2,14.66,23.98,49.45,11.92,1138.0,70.1,3.26,0.9291,0.0709,7.0,0.1435,0.2977,0.2413,0.3175,43140,0.4721,0.1308,0.1969,0.2001,0.0639,0.2883,0.2958,0.352,state house,2020,0
92,4.3,arkansas,4.0,6.0,0.0945428434657731,0.0153482527525131,0.5162,22.89,15.29,19.22,18.59,24.01,44.6,26.41,32.12,31.16,10.31,869.0,82.7,3.02,0.9646,0.0354,5.6,0.1434,0.3881,0.2149,0.2537,37905,0.3749,0.1235,0.2707,0.2309,0.0763,0.2995,0.3145,0.3098,state house,2020,0
93,3.5,arkansas,13.9,6.7,0.2391429118040941,0.0181748612971111,0.5111,29.42,25.0,24.12,13.24,8.21,32.9,7.13,31.86,47.28,13.73,1136.0,51.3,3.19,0.8054,0.1946,7.3,0.1105,0.269,0.1936,0.4269,52302,0.5037,0.1143,0.2411,0.1409,0.0468,0.236,0.249,0.4682,state house,2020,0
94,7.5,arkansas,25.7,16.1,0.2343167278129832,0.0197083169097359,0.5457,27.79,25.87,20.39,14.48,11.46,32.7,16.23,50.93,29.56,3.28,848.0,44.0,3.22,0.7258,0.2742,14.0,0.2055,0.4811,0.1616,0.1518,32184,0.2669,0.2169,0.1972,0.319,0.1848,0.3424,0.258,0.2148,state house,2020,0
95,4.1,arkansas,8.5,6.1,0.1525707242634112,0.0085984270454278,0.4991,27.74,15.0,19.58,19.2,18.48,39.6,18.74,30.26,35.11,15.89,1017.0,72.1,2.98,0.8915,0.1085,6.3,0.1648,0.3908,0.1936,0.2509,34472,0.3216,0.1384,0.2726,0.2675,0.0908,0.3111,0.3012,0.2969,state house,2020,0
96,6.9,arkansas,19.1,10.2,0.2007690107725062,0.0070545616320823,0.5139,25.88,15.95,20.7,19.25,18.21,40.9,28.87,35.44,28.94,6.74,857.0,76.3,3.2,0.824,0.176,9.1,0.2246,0.4204,0.1877,0.1673,32775,0.2803,0.1511,0.1962,0.3725,0.1783,0.3712,0.227,0.2235,state house,2020,0
97,5.5,arkansas,8.9,9.7,0.1291194760717397,0.0196773515186108,0.5053,24.98,14.21,18.49,20.82,21.5,43.6,36.09,33.84,21.88,8.19,674.0,78.8,3.02,0.9249,0.0751,12.7,0.1429,0.4331,0.2302,0.1937,31068,0.3545,0.1387,0.2102,0.2966,0.1134,0.3636,0.2856,0.2373,state house,2020,0
98,11.1,arkansas,8.1,8.7,0.0778621812262615,0.0029503526858383,0.5212,26.02,17.15,17.88,18.58,20.37,41.2,38.68,42.31,18.09,0.92,601.0,66.3,3.25,0.9458,0.0542,18.3,0.2311,0.4658,0.2014,0.1017,28780,0.3012,0.1574,0.2172,0.3242,0.1546,0.3796,0.3027,0.1632,state house,2020,0
99,9.6,arkansas,1.8,6.3,0.0409341117597998,0.006371976647206,0.5156,22.52,14.14,15.81,23.13,24.4,48.0,46.31,37.05,15.44,1.2,531.0,78.8,2.94,0.9824,0.0176,16.8,0.2649,0.4743,0.1407,0.1202,24973,0.3203,0.1559,0.2178,0.3059,0.1416,0.3463,0.3713,0.1409,state house,2020,0
100,6.9,arkansas,2.8,5.6,0.0563133018230925,0.001046590141796,0.5212,18.78,13.56,14.57,20.68,32.41,53.0,40.02,41.2,16.62,2.16,629.0,73.5,2.67,0.9755,0.0245,11.3,0.2582,0.4891,0.0951,0.1576,28664,0.3148,0.1684,0.2123,0.3045,0.1146,0.346,0.3646,0.1749,state house,2020,0
1,9.2,california,9.5,5.8,0.1300326017777277,0.0142032047590802,0.495,21.21,16.87,16.68,22.06,23.17,45.6,15.8,27.32,36.92,19.96,1139.0,70.3,2.91,0.9346,0.0654,13.1,0.1296,0.3337,0.2356,0.301,33844,0.371,0.2097,0.2133,0.2061,0.0904,0.2534,0.4121,0.2442,state house,2020,0
2,9.7,california,18.6,7.2,0.2266875818349171,0.0123697663464571,0.5107,22.22,18.21,18.54,20.23,20.8,42.6,14.39,23.41,34.28,27.92,1302.0,61.4,3.04,0.8724,0.1276,14.0,0.1477,0.3428,0.2072,0.3023,32166,0.3659,0.2116,0.2146,0.2078,0.1055,0.2312,0.3775,0.2857,state house,2020,1
3,12.7,california,24.2,6.5,0.2403745252848291,0.019300919448331,0.5067,26.47,22.05,17.02,17.91,16.55,36.0,14.84,30.19,40.14,14.84,1091.0,59.7,3.27,0.8504,0.1496,16.5,0.1738,0.3852,0.2044,0.2366,30420,0.3226,0.2021,0.21,0.2652,0.1453,0.2499,0.3982,0.2066,state house,2020,0
4,7.9,california,31.3,5.8,0.293595535038689,0.0210093995930073,0.5181,24.49,22.94,17.21,18.66,16.71,37.1,9.99,18.81,37.06,34.14,1554.0,59.2,3.23,0.7776,0.2224,13.3,0.1293,0.3207,0.2199,0.3302,35559,0.3874,0.2008,0.1957,0.2161,0.1202,0.2141,0.356,0.3096,state house,2020,1
