district,percent households receiving food stamps,state,household language not english,percent uninsured,non-white,black/afroamerican,percent female,under 20,20 to 34,35 to 49,50 to 64,65 and over,median age,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,percent owner-occupied housing units,average family size,native,foreign born,percent of tot. population in poverty,earnings $1 - $24'999,earnings $25'000 - 49'999,earnings $50'000 - 74'999,earnings $75'000 or more,median earnings,"management, business, science, and arts occupations",service occupations,sales and office occupations,blue collar occupations,less than highschool,highschool,college or associate,bachelor or higher,office,year,target
62,6.3,utah,9.1,12.7,0.1170138754686352,0.0080392687357476,0.5132,31.83,19.14,18.62,12.69,17.72,34.2,17.19,24.49,41.58,16.75,1175.0,66.9,3.5,0.9276,0.0724,8.1,0.1168,0.4042,0.1668,0.3122,29845,0.3707,0.1924,0.2419,0.1951,0.0671,0.2077,0.4401,0.2851,state house,2020,0
63,3.6,utah,22.7,7.0,0.1426974180295899,0.0048103174809537,0.5316,18.48,71.43,4.4,2.97,2.72,22.6,22.11,46.09,24.21,7.58,822.0,15.4,2.76,0.915,0.085,49.4,0.3879,0.3816,0.1007,0.1299,9601,0.4261,0.223,0.2535,0.0974,0.0232,0.091,0.7016,0.1842,state house,2020,0
64,9.3,utah,29.5,14.0,0.1646914494699319,0.0148372760520346,0.5033,33.49,37.67,15.66,8.27,4.92,25.0,10.78,37.02,47.55,4.65,1032.0,43.8,3.52,0.8219,0.1781,14.9,0.1931,0.4449,0.2237,0.1383,25496,0.3918,0.1764,0.2371,0.1948,0.077,0.2026,0.4263,0.2942,state house,2020,0
65,6.4,utah,13.3,5.7,0.0732815711349623,0.0022151176067595,0.5172,41.51,18.59,18.43,11.9,9.57,26.3,11.78,21.82,46.18,20.22,1383.0,80.3,4.09,0.9171,0.0829,4.2,0.136,0.3349,0.2295,0.2996,34381,0.3901,0.1369,0.2419,0.2312,0.0744,0.2066,0.3728,0.3462,state house,2020,0
66,6.2,utah,9.4,4.9,0.0688621245716589,0.0050141100584559,0.4931,39.89,18.39,19.11,13.3,9.32,28.3,15.37,20.17,49.31,15.15,1285.0,76.3,3.96,0.9493,0.0507,6.2,0.1413,0.3534,0.2599,0.2453,31437,0.389,0.1409,0.2218,0.2484,0.061,0.2546,0.3793,0.3052,state house,2020,0
67,7.2,utah,11.4,8.5,0.0787088821421234,0.0039947953523409,0.4973,39.93,20.13,19.66,11.37,8.92,27.1,17.17,17.1,53.16,12.57,1285.0,84.1,3.94,0.9438,0.0562,6.7,0.1376,0.3885,0.2372,0.2367,31735,0.3172,0.1563,0.2331,0.2934,0.0838,0.3086,0.4101,0.1975,state house,2020,0
68,7.2,utah,9.5,7.6,0.0884346108966879,0.0045328067498429,0.4886,37.2,16.28,19.54,15.67,11.31,31.7,22.36,27.92,36.98,12.74,996.0,77.5,3.69,0.9303,0.0697,7.3,0.128,0.3567,0.2617,0.2536,37249,0.3159,0.1582,0.2045,0.3214,0.0981,0.3154,0.362,0.2245,state house,2020,0
69,13.6,utah,7.3,10.7,0.1011111411500716,0.0080294141501527,0.5007,30.77,17.95,18.32,17.51,15.45,36.2,33.91,34.23,28.04,3.82,712.0,72.5,3.1,0.958,0.042,15.4,0.1828,0.3632,0.2459,0.2081,29888,0.3019,0.1672,0.243,0.2879,0.0917,0.3219,0.4289,0.1575,state house,2020,0
70,13.2,utah,7.5,10.9,0.0589078129224114,0.0050554203838875,0.4922,29.99,17.84,18.98,16.14,17.06,36.4,36.0,30.14,31.01,2.84,747.0,73.0,3.14,0.9566,0.0434,14.5,0.1602,0.406,0.2498,0.1841,27933,0.2957,0.2222,0.2012,0.281,0.0987,0.3114,0.392,0.1979,state house,2020,0
71,8.5,utah,6.7,14.1,0.0658613129272172,0.0081681784961953,0.4963,31.99,17.17,18.02,16.59,16.23,35.7,22.51,25.18,45.36,6.95,1037.0,76.6,3.57,0.9531,0.0469,11.1,0.2131,0.4081,0.1955,0.1832,26709,0.3069,0.2161,0.2455,0.2316,0.0834,0.2795,0.4441,0.193,state house,2020,0
72,10.1,utah,9.0,11.2,0.104735625678034,0.0079477383142304,0.4976,32.13,25.58,16.03,13.4,12.87,28.8,22.87,36.48,34.6,6.05,879.0,62.2,3.34,0.9444,0.0556,17.9,0.1777,0.4369,0.2122,0.1732,24433,0.3001,0.204,0.2301,0.2659,0.0733,0.2307,0.4456,0.2503,state house,2020,0
73,8.6,utah,20.2,16.2,0.2425328554360812,0.0018584893136864,0.5003,30.29,15.91,16.78,18.23,18.79,37.8,41.75,27.12,26.01,5.11,644.0,78.7,3.52,0.9755,0.0245,16.2,0.1887,0.4177,0.2461,0.1476,27431,0.348,0.2253,0.1955,0.2311,0.1113,0.2914,0.3789,0.2185,state house,2020,0
74,5.7,utah,10.2,7.5,0.0907387580299785,0.0036134903640256,0.534,25.85,13.73,14.55,18.07,27.79,45.8,21.04,22.83,43.59,12.55,1149.0,77.2,3.07,0.9414,0.0586,8.7,0.1951,0.3466,0.2102,0.2481,30669,0.3719,0.1505,0.2831,0.1945,0.0602,0.2203,0.4013,0.3182,state house,2020,0
75,7.6,utah,11.0,13.4,0.116058632740804,0.0061348150755537,0.5127,25.87,21.73,14.81,14.44,23.15,36.6,23.0,26.3,40.64,10.06,1009.0,61.6,3.04,0.9221,0.0779,12.7,0.1803,0.4678,0.22,0.1319,27305,0.3123,0.1845,0.2746,0.2285,0.0637,0.2479,0.4634,0.225,state house,2020,0
addison-2,9.7,vermont,3.9,4.8,0.0397005444646098,0.0024954627949183,0.485,18.22,15.77,15.77,24.25,26.0,50.1,8.18,28.53,46.29,17.01,1251.0,80.9,2.83,0.9541,0.0459,6.2,0.116,0.3549,0.3122,0.2169,38304,0.3876,0.1753,0.1905,0.2465,0.0569,0.3218,0.223,0.3984,state house,2020,1
addison-5,6.2,vermont,4.2,5.4,0.0433486859929558,0.0121918179355188,0.4768,19.21,16.09,15.12,27.8,21.78,49.5,7.57,31.79,41.34,19.3,1205.0,80.7,2.93,0.9486,0.0514,5.0,0.1313,0.4113,0.234,0.2233,34802,0.4286,0.1272,0.1779,0.2663,0.0512,0.3278,0.2559,0.3651,state house,2020,0
addison-rutland,9.8,vermont,7.8,11.4,0.0724554341575618,0.0014376078205865,0.4979,19.29,18.32,18.52,22.63,21.25,45.8,13.39,35.62,40.45,10.54,1024.0,79.2,2.77,0.928,0.072,10.3,0.1357,0.4418,0.2483,0.1742,35470,0.3708,0.1149,0.1617,0.3526,0.0849,0.3874,0.2601,0.2675,state house,2020,2
bennington-1,14.1,vermont,0.2,2.1,0.0067934782608695,0.0,0.4886,23.97,14.05,19.43,22.42,20.14,45.2,22.53,42.83,30.48,4.16,785.0,91.6,3.4,0.9974,0.0026,12.8,0.2337,0.4098,0.2694,0.0872,27393,0.4101,0.1531,0.1566,0.2802,0.0835,0.3823,0.2664,0.2678,state house,2020,1
bennington-3,2.7,vermont,1.7,1.9,0.0140583554376657,0.0,0.4765,25.31,15.81,17.88,20.64,20.37,43.6,7.21,26.84,50.5,15.44,1273.0,90.5,3.12,0.9926,0.0074,3.0,0.1086,0.3953,0.2828,0.2133,37163,0.5027,0.1601,0.1644,0.1729,0.0675,0.2576,0.2442,0.4308,state house,2020,1
bennington-rutland,4.5,vermont,4.4,4.2,0.0421753607103218,0.0,0.5394,20.73,10.54,16.73,23.75,28.25,50.8,10.5,31.75,41.53,16.23,1220.0,84.4,2.9,0.953,0.047,9.6,0.1664,0.3126,0.2843,0.2367,36184,0.4574,0.1243,0.2037,0.2146,0.0562,0.2885,0.2268,0.4285,state house,2020,1
chittenden-1,3.2,vermont,0.9,1.6,0.0871881811576653,0.0152579317025914,0.5016,21.72,17.87,19.81,24.34,16.25,43.8,2.41,33.05,36.53,28.0,1424.0,76.0,2.81,0.9193,0.0807,2.3,0.0649,0.2481,0.2313,0.4557,52740,0.7192,0.0763,0.0876,0.1168,0.0283,0.1002,0.2584,0.613,state house,2020,1
chittenden-4-1,2.1,vermont,4.9,3.9,0.0437144974067671,0.0202519140528525,0.4668,25.61,9.58,18.15,29.39,17.26,47.5,1.47,16.87,37.36,44.29,1700.0,89.4,2.9,0.9198,0.0802,1.8,0.0349,0.2113,0.2429,0.5109,52984,0.6306,0.0907,0.1518,0.1269,0.0188,0.1588,0.2172,0.6052,state house,2020,1
chittenden-4-2,2.3,vermont,1.6,3.0,0.0085707667361593,0.0,0.4692,21.87,21.87,13.16,26.04,17.07,41.7,2.54,31.25,41.53,24.68,1320.0,75.7,2.81,0.9703,0.0297,9.4,0.1429,0.2968,0.2847,0.2755,44592,0.441,0.1497,0.0812,0.3281,0.0351,0.2356,0.2082,0.5211,state house,2020,1
chittenden-5-1,7.5,vermont,6.7,2.8,0.0695870408396075,0.001368925393566,0.6158,23.02,7.42,20.99,19.35,29.23,48.9,6.03,18.9,46.0,29.06,1591.0,62.9,2.78,0.905,0.095,7.8,0.0353,0.182,0.2924,0.4903,56832,0.6047,0.1095,0.1977,0.0882,0.0336,0.1205,0.1846,0.6613,state house,2020,1
chittenden-5-2,1.1,vermont,10.3,2.5,0.018389662027833,0.0079522862823061,0.542,22.29,11.8,18.59,26.29,21.02,46.9,7.54,14.7,27.08,50.68,2020.0,87.7,2.85,0.9167,0.0833,3.2,0.1056,0.2509,0.2099,0.4336,47970,0.5359,0.1074,0.2089,0.1479,0.0513,0.1587,0.2487,0.5413,state house,2020,1
chittenden-6-2,9.6,vermont,19.7,5.6,0.2314560439560439,0.0592948717948717,0.4612,18.27,30.43,19.3,16.05,15.96,36.0,7.27,17.89,56.01,18.83,1445.0,51.3,3.01,0.8385,0.1615,11.4,0.0922,0.3422,0.2755,0.29,41919,0.5547,0.1912,0.1272,0.1268,0.0993,0.1984,0.1615,0.5408,state house,2020,1
chittenden-6-6,7.2,vermont,9.5,0.9,0.1130820399113082,0.0260532150776053,0.4407,34.0,53.44,5.38,5.19,2.0,21.1,4.67,17.75,49.08,28.5,1422.0,21.8,2.68,0.9389,0.0611,53.2,0.2063,0.2789,0.2778,0.237,6173,0.3605,0.2716,0.2616,0.1063,0.0031,0.2198,0.5949,0.1822,state house,2020,1
chittenden-7-1,3.5,vermont,10.3,0.2,0.1106030916612236,0.0115392989331591,0.5276,20.14,24.76,20.12,21.79,13.19,39.0,0.66,7.8,54.84,36.7,1729.0,58.0,2.83,0.8871,0.1129,3.0,0.0486,0.3536,0.1829,0.4149,52834,0.5504,0.1568,0.2189,0.0738,0.0318,0.1406,0.1681,0.6595,state house,2020,1
chittenden-7-2,1.1,vermont,17.0,2.2,0.1153265790040957,0.0,0.5394,21.36,13.71,21.15,25.48,18.3,45.9,0.0,14.88,44.95,40.17,1730.0,80.9,2.91,0.7965,0.2035,1.3,0.0408,0.2497,0.184,0.5255,58222,0.6678,0.1487,0.1537,0.0297,0.0237,0.0916,0.219,0.6657,state house,2020,1
chittenden-7-3,6.7,vermont,9.0,1.8,0.1233946546338077,0.0185699409927108,0.5845,12.69,35.44,16.82,14.7,20.36,35.9,5.05,28.53,60.99,5.43,1355.0,42.7,2.53,0.8941,0.1059,14.0,0.1165,0.3473,0.3972,0.1389,33176,0.4811,0.1244,0.2966,0.0979,0.0789,0.1741,0.304,0.443,state house,2020,1
chittenden-7-4,8.9,vermont,16.2,2.8,0.1933562428407789,0.0822451317296678,0.5367,16.29,28.38,16.68,21.7,16.95,39.2,4.8,18.64,60.45,16.1,1454.0,64.0,2.56,0.8284,0.1716,6.1,0.1999,0.3528,0.2971,0.1502,34164,0.385,0.2458,0.2307,0.1385,0.012,0.1546,0.3932,0.4402,state house,2020,1
chittenden-8-3,3.4,vermont,4.4,3.1,0.0630530973451327,0.0039823008849557,0.5026,22.74,18.61,18.5,26.62,13.54,43.7,2.23,21.89,33.35,42.52,1806.0,91.2,2.89,0.9522,0.0478,1.8,0.0481,0.318,0.2658,0.3681,47747,0.5849,0.0753,0.1525,0.1873,0.0193,0.208,0.2467,0.526,state house,2020,1
caledonia-1,9.9,vermont,5.4,3.0,0.0505076142131979,0.0137055837563451,0.5096,24.24,10.76,20.66,23.1,21.24,46.3,8.93,36.7,44.33,10.04,1076.0,88.3,2.85,0.9801,0.0199,9.5,0.1127,0.4034,0.2385,0.2454,35404,0.4868,0.1295,0.1505,0.2331,0.0382,0.3167,0.2785,0.3666,state house,2020,0
caledonia-2,13.4,vermont,3.5,7.3,0.0528134254689042,0.0120927936821322,0.4954,19.42,23.1,14.71,21.32,21.45,43.0,22.48,41.34,32.21,3.97,845.0,89.9,2.81,0.9765,0.0235,5.1,0.13,0.4864,0.1651,0.2185,33813,0.303,0.1515,0.209,0.3366,0.1027,0.3884,0.2367,0.2723,state house,2020,1
caledonia-washington,11.6,vermont,3.3,2.6,0.0481084627159413,0.0102777170347692,0.5473,24.23,11.46,18.98,22.74,22.59,47.1,13.87,32.37,41.78,11.97,1094.0,79.3,2.96,0.9732,0.0268,9.1,0.0978,0.4339,0.2719,0.1963,33709,0.4169,0.1517,0.1675,0.2639,0.0537,0.2841,0.2466,0.4156,state house,2020,1
essex-caledonia,12.9,vermont,2.3,6.3,0.0259241478636581,0.0,0.4902,21.89,13.78,17.67,23.45,23.21,48.0,24.17,35.55,31.0,9.28,879.0,88.1,2.77,0.9753,0.0247,14.6,0.1731,0.4712,0.2334,0.1224,30373,0.3554,0.1956,0.1517,0.2974,0.0904,0.4123,0.3024,0.1949,state house,2020,0
essex-caledonia-orleans,12.4,vermont,10.5,4.5,0.04197129704847,0.0132683455185486,0.5208,17.3,10.8,15.71,27.16,29.03,54.2,25.52,37.96,32.93,3.59,769.0,81.1,2.49,0.9655,0.0345,13.1,0.2215,0.4135,0.2462,0.1188,25487,0.297,0.2319,0.1816,0.2895,0.1349,0.4319,0.2376,0.1956,state house,2020,2
franklin-1,2.4,vermont,5.9,2.1,0.1076308597855791,0.0004204330460374,0.5105,27.96,12.84,21.27,21.63,16.29,43.3,11.7,19.52,47.82,20.96,1545.0,95.2,3.21,0.9646,0.0354,6.2,0.0598,0.3768,0.3563,0.2071,39066,0.4162,0.1235,0.1825,0.2778,0.0652,0.341,0.3037,0.2902,state house,2020,0
franklin-2,6.3,vermont,0.6,0.9,0.0077649527806925,0.0,0.4746,28.1,22.29,16.64,22.5,10.47,34.9,6.31,20.43,49.81,23.45,1541.0,79.5,3.04,0.9945,0.0055,3.7,0.0889,0.2992,0.3521,0.2597,42097,0.4286,0.0797,0.2609,0.2308,0.0311,0.2993,0.2403,0.4293,state house,2020,2
franklin-6,8.1,vermont,4.2,4.6,0.0582267313630348,0.0011027790030877,0.4871,21.11,14.36,22.74,24.61,17.18,44.3,8.96,25.52,47.85,17.68,1370.0,90.7,2.9,0.9662,0.0338,5.7,0.1089,0.3545,0.2696,0.267,41172,0.4093,0.1409,0.1479,0.3019,0.0803,0.3427,0.2676,0.3094,state house,2020,0
franklin-7,16.4,vermont,0.6,3.1,0.1186888712661908,0.0140100449378799,0.5644,27.84,11.9,23.82,18.42,18.03,42.3,9.41,40.31,44.2,6.07,1004.0,75.1,3.11,0.9825,0.0175,16.0,0.1787,0.4088,0.2626,0.1498,30767,0.4416,0.1667,0.1528,0.239,0.0812,0.3795,0.2407,0.2987,state house,2020,0
franklin-3-2,7.2,vermont,3.3,2.9,0.0285230843606478,0.0026589315929417,0.5123,19.75,25.62,10.73,22.99,20.91,38.2,8.52,24.97,53.26,13.25,1335.0,78.7,3.01,0.97,0.03,13.7,0.0377,0.2657,0.3869,0.3097,51305,0.44,0.1322,0.1993,0.2286,0.0848,0.3725,0.2626,0.2802,state house,2020,0
lamoille-1,6.1,vermont,5.1,5.6,0.039577243085226,0.0002248706993478,0.5191,15.27,11.22,19.63,21.45,32.43,58.1,3.52,21.84,42.25,32.39,1330.0,68.4,2.51,0.9123,0.0877,12.2,0.1162,0.4224,0.1834,0.278,34744,0.4863,0.1814,0.2575,0.0747,0.0404,0.1424,0.2121,0.6051,state house,2020,0
lamoille-3,8.5,vermont,2.0,3.9,0.0546255506607929,0.0008810572687224,0.511,27.78,20.02,23.79,18.48,9.93,37.1,4.0,33.04,48.66,14.31,1290.0,71.6,3.05,0.9627,0.0373,9.8,0.1243,0.4968,0.2028,0.1761,38012,0.4123,0.167,0.1915,0.2292,0.0593,0.3099,0.2562,0.3746,state house,2020,1
orange-caledonia,17.7,vermont,2.3,4.7,0.0359960552268244,0.0014792899408284,0.5384,22.31,20.32,13.86,22.24,21.28,44.3,20.21,36.82,34.99,7.98,896.0,80.4,2.8,0.9795,0.0205,10.1,0.1011,0.4686,0.3225,0.1077,35956,0.3722,0.1447,0.1447,0.3384,0.1004,0.3447,0.244,0.3109,state house,2020,0
orleans-lamoille,16.1,vermont,4.2,4.2,0.0426624972079517,0.0064775519320973,0.4884,25.15,16.91,20.08,23.12,14.74,41.0,14.62,37.3,38.94,9.14,975.0,80.9,2.85,0.9706,0.0294,8.5,0.168,0.5296,0.1572,0.1451,31284,0.3145,0.1862,0.1765,0.3229,0.1289,0.3765,0.3041,0.1905,state house,2020,0
orange-2,10.5,vermont,4.2,3.6,0.0454840805717998,0.0012995451591942,0.499,21.36,14.36,19.62,21.59,23.07,46.2,8.17,36.97,46.16,8.7,1088.0,75.4,2.67,0.9677,0.0323,9.1,0.1612,0.4208,0.2996,0.1184,36552,0.3761,0.1482,0.2014,0.2743,0.0571,0.3521,0.3113,0.2795,state house,2020,1
rutland-1,9.6,vermont,2.9,8.2,0.048076923076923,0.0167582417582417,0.4834,20.33,25.96,11.68,22.14,19.89,39.2,13.23,37.74,44.59,4.44,982.0,75.9,3.08,0.9698,0.0302,10.4,0.1863,0.4814,0.2198,0.1125,27955,0.3657,0.2067,0.1997,0.2279,0.0495,0.3658,0.3271,0.2576,state house,2020,0
rutland-4,7.5,vermont,3.4,0.3,0.0150704910063198,0.0002430724355858,0.544,18.45,12.42,14.66,29.7,24.77,53.7,4.67,47.12,36.75,11.45,986.0,70.2,2.8,0.9721,0.0279,11.4,0.0744,0.2334,0.2334,0.4589,44659,0.4486,0.1793,0.1525,0.2196,0.0497,0.2538,0.3425,0.354,state house,2020,0
rutland-bennington,9.4,vermont,6.1,3.4,0.0718489455615497,0.00465914664051,0.5196,20.43,17.34,12.87,25.01,24.35,49.3,19.06,34.73,37.41,8.8,943.0,80.9,2.7,0.954,0.046,11.3,0.1325,0.4973,0.2206,0.1496,32224,0.3442,0.1633,0.2055,0.2869,0.0753,0.3324,0.2765,0.3158,state house,2020,0
rutland-windsor-1,3.1,vermont,7.0,5.8,0.0521157064307912,0.0002390628735357,0.502,22.73,12.46,15.61,29.74,19.46,49.0,10.48,32.78,37.44,19.3,1132.0,87.2,2.88,0.9488,0.0512,3.8,0.1057,0.3214,0.2732,0.2998,38990,0.3948,0.2023,0.1836,0.2193,0.032,0.2502,0.2643,0.4535,state house,2020,0
rutland-5-1,9.4,vermont,7.4,3.9,0.047022632388486,0.005493298176225,0.5007,18.46,13.67,16.94,25.03,25.91,50.4,10.68,39.42,42.74,7.16,998.0,74.8,2.85,0.9717,0.0283,10.2,0.1307,0.4486,0.2503,0.1704,37771,0.4084,0.1749,0.2198,0.1969,0.0484,0.2988,0.2845,0.3684,state house,2020,0
rutland-5-2,12.1,vermont,8.0,4.1,0.0172294968986905,0.0,0.5249,18.37,12.82,14.23,17.16,37.42,58.4,14.16,39.82,41.45,4.57,954.0,47.4,2.63,0.9663,0.0337,11.8,0.2808,0.2221,0.2493,0.2479,27829,0.3666,0.2248,0.2178,0.1908,0.0984,0.3386,0.2701,0.2928,state house,2020,0
rutland-5-3,27.4,vermont,4.3,3.7,0.0526456440406199,0.0165686798503474,0.476,14.16,24.48,15.5,27.07,18.79,46.5,14.65,45.49,38.58,1.28,799.0,44.5,2.69,0.9921,0.0079,21.1,0.1837,0.5184,0.1505,0.1474,35865,0.2211,0.3651,0.2828,0.1309,0.1093,0.4548,0.2766,0.1593,state house,2020,1
rutland-5-4,12.2,vermont,4.3,10.2,0.0727816550348953,0.0269192422731804,0.4636,15.08,25.42,16.87,26.89,15.73,44.5,7.35,54.18,35.19,3.29,902.0,51.0,2.54,0.9766,0.0234,9.7,0.1596,0.5116,0.1996,0.1292,30647,0.3325,0.2238,0.2267,0.217,0.0613,0.3433,0.303,0.2923,state house,2020,1
rutland-windsor-2,8.5,vermont,3.7,5.1,0.0470362371010319,0.0031197504199664,0.5001,19.01,14.97,15.72,23.18,27.12,50.3,12.13,40.79,37.12,9.96,963.0,79.1,2.81,0.9592,0.0408,10.0,0.154,0.402,0.2338,0.2103,33429,0.4576,0.1465,0.1249,0.2709,0.0774,0.3169,0.2433,0.3625,state house,2020,1
windham-1,11.0,vermont,6.0,5.5,0.0565052231718898,0.0011870845204178,0.5139,18.14,16.74,21.06,18.64,25.43,45.8,6.31,37.46,40.47,15.75,1105.0,74.1,2.97,0.9393,0.0607,6.0,0.1394,0.3819,0.2606,0.2181,33696,0.3507,0.1677,0.2049,0.2767,0.0654,0.3709,0.2585,0.3052,state house,2020,1
windham-5,7.2,vermont,3.4,5.3,0.0472862799906825,0.0076869322152341,0.4802,17.4,17.33,16.47,26.39,22.41,49.3,10.35,37.28,41.35,11.01,1059.0,85.1,2.65,0.9617,0.0383,8.4,0.17,0.3314,0.2923,0.2062,35204,0.4586,0.1287,0.16,0.2527,0.0531,0.2367,0.2782,0.4319,state house,2020,1
windham-6,14.0,vermont,4.7,4.0,0.0500392978779145,0.0039297877914592,0.4934,21.67,12.81,18.65,24.84,22.03,47.4,9.02,37.58,44.2,9.2,1050.0,74.0,2.97,0.9623,0.0377,9.8,0.2306,0.4358,0.1553,0.1783,26961,0.3318,0.231,0.1932,0.2439,0.1062,0.3608,0.2023,0.3308,state house,2020,1
windham-2-1,21.4,vermont,3.1,8.1,0.1182641869337148,0.0107296137339055,0.5756,23.51,15.74,14.0,23.22,23.53,44.7,16.26,29.85,39.55,14.34,1067.0,67.3,2.72,0.9546,0.0454,14.4,0.067,0.5082,0.1884,0.2364,29363,0.476,0.2059,0.1642,0.1539,0.0506,0.2997,0.2478,0.4019,state house,2020,1
windham-2-2,14.0,vermont,4.6,8.8,0.0378017789072426,0.0038119440914866,0.5006,18.36,20.81,13.18,24.68,22.97,47.7,5.83,37.01,53.4,3.75,1106.0,50.5,2.59,0.9864,0.0136,20.0,0.0483,0.4783,0.2838,0.1896,22656,0.5561,0.2335,0.0633,0.1471,0.0557,0.378,0.1642,0.4021,state house,2020,1
windham-2-3,28.0,vermont,6.1,6.8,0.058252427184466,0.0109223300970873,0.5807,16.7,19.66,20.97,22.16,20.51,45.6,13.81,45.92,35.14,5.13,922.0,37.7,2.45,0.9507,0.0493,26.6,0.1899,0.407,0.197,0.206,25461,0.3932,0.1746,0.2549,0.1774,0.0451,0.2083,0.2539,0.4928,state house,2020,1
washington-5,4.0,vermont,2.4,4.2,0.0495211399205793,0.0021023125437981,0.5167,24.62,12.17,18.41,23.57,21.23,46.1,8.5,23.51,49.14,18.84,1429.0,90.3,2.96,0.9694,0.0306,3.1,0.0979,0.3243,0.2722,0.3056,42083,0.5049,0.1327,0.2004,0.1619,0.0452,0.2278,0.229,0.498,state house,2020,1
washington-6,9.2,vermont,2.0,3.0,0.0579234972677595,0.0030601092896174,0.5097,26.16,11.87,22.4,20.85,18.71,43.3,9.51,34.57,41.87,14.05,1135.0,80.5,2.9,0.9556,0.0444,10.5,0.1198,0.4249,0.2565,0.1987,33049,0.4493,0.2056,0.1661,0.179,0.0954,0.2678,0.2331,0.4037,state house,2020,1
windham-bennington-windsor,10.7,vermont,4.1,5.1,0.0680193682268849,0.0099146875720544,0.4669,19.53,11.09,20.04,27.12,22.23,49.6,11.09,31.87,41.3,15.75,1112.0,82.2,2.79,0.9718,0.0282,6.2,0.2034,0.3922,0.2566,0.1478,31088,0.3281,0.2409,0.1834,0.2476,0.0573,0.3614,0.2392,0.342,state house,2020,2
windham-bennington,11.6,vermont,4.8,3.0,0.034068136272545,0.0,0.5276,20.33,12.51,17.81,25.59,23.76,49.5,11.3,36.09,39.77,12.85,1043.0,80.0,2.75,0.9509,0.0491,10.5,0.1641,0.3971,0.2702,0.1686,32385,0.3479,0.1646,0.2368,0.2507,0.0784,0.3399,0.2711,0.3106,state house,2020,2
windsor-2,14.4,vermont,3.4,6.8,0.0667986145472538,0.0096486887679366,0.4826,28.1,11.9,17.44,23.4,19.15,43.0,10.64,35.45,43.47,10.44,1064.0,90.4,3.17,0.9842,0.0158,7.4,0.0563,0.4496,0.2541,0.24,34356,0.4315,0.2027,0.1429,0.2229,0.0575,0.3778,0.2849,0.2798,state house,2020,1
windsor-5,5.4,vermont,5.0,3.8,0.0196942213008551,0.0114019175952319,0.4946,17.18,11.38,13.92,31.15,26.38,53.9,5.21,29.59,30.39,34.8,1339.0,80.0,2.66,0.9621,0.0379,5.8,0.1511,0.2557,0.2277,0.3655,37127,0.4726,0.1544,0.2044,0.1687,0.034,0.1976,0.2513,0.5171,state house,2020,1
windsor-rutland,8.9,vermont,3.5,3.9,0.0344026034402603,0.003021850302185,0.5134,20.55,15.67,15.2,27.03,21.55,48.5,10.47,34.63,43.0,11.9,1083.0,82.0,2.78,0.9804,0.0196,8.3,0.1083,0.4672,0.2288,0.1957,33502,0.4051,0.1929,0.1488,0.2532,0.0567,0.3179,0.3055,0.3199,state house,2020,1
windsor-3-1,7.0,vermont,2.4,2.6,0.0293971101145989,0.0209267563527653,0.5015,15.35,13.0,14.77,28.25,28.62,53.9,25.3,30.86,39.57,4.27,853.0,85.6,2.74,0.9708,0.0292,9.3,0.1351,0.2775,0.3232,0.2642,44212,0.4167,0.1304,0.1816,0.2714,0.0509,0.3312,0.2721,0.3458,state house,2020,1
windsor-4-1,1.8,vermont,2.9,5.7,0.0615602836879432,0.0079432624113475,0.5319,13.53,12.71,13.3,23.91,36.54,57.8,5.68,22.9,47.73,23.69,1326.0,86.1,2.54,0.9481,0.0519,3.1,0.099,0.434,0.1848,0.2822,31996,0.3562,0.2924,0.1811,0.1702,0.0228,0.2331,0.2198,0.5243,state house,2020,1
windsor-orange-1,8.2,vermont,4.3,4.9,0.0073691967575534,0.0,0.502,22.11,18.62,15.33,26.65,17.29,44.0,9.46,35.73,45.18,9.63,1088.0,69.3,2.87,0.9696,0.0304,12.2,0.1836,0.431,0.2578,0.1277,37849,0.3688,0.1495,0.2095,0.2722,0.0914,0.32,0.2456,0.343,state house,2020,1
1,14.8,west virginia,1.8,7.5,0.0579595748879429,0.0215093169452823,0.5171,20.86,15.74,18.73,21.76,22.91,46.4,42.09,39.8,15.84,2.26,587.0,70.9,2.92,0.9879,0.0121,13.4,0.1638,0.4579,0.2223,0.1561,31234,0.3153,0.1836,0.1849,0.3162,0.0976,0.3918,0.3399,0.1707,state house,2020,0
2,16.8,west virginia,1.8,4.4,0.0444951829370162,0.0163167566965528,0.5219,23.0,17.88,14.77,22.3,22.06,44.8,49.74,35.49,13.16,1.62,502.0,76.9,2.71,0.983,0.017,14.3,0.1899,0.4383,0.2046,0.1671,24630,0.2898,0.2469,0.2369,0.2263,0.0813,0.4047,0.3479,0.1661,state house,2020,1
3,16.2,west virginia,2.4,4.6,0.0792114304411844,0.0396738834051371,0.5259,22.29,16.81,16.87,21.41,22.62,44.7,36.83,39.91,20.56,2.7,629.0,66.0,3.03,0.9765,0.0235,14.4,0.1729,0.3899,0.2057,0.2315,31093,0.3701,0.2127,0.2217,0.1956,0.0745,0.3368,0.2909,0.2979,state house,2020,0
