district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
14,24.6,46.17,24.52,4.72,790.0,iowa
15,20.6,45.87,31.84,1.69,852.0,iowa
16,16.14,41.46,38.86,3.54,915.0,iowa
17,34.27,41.24,21.57,2.91,644.0,iowa
18,26.06,46.57,23.49,3.88,721.0,iowa
19,8.28,23.18,41.02,27.52,1400.0,iowa
20,27.13,45.27,23.39,4.22,726.0,iowa
21,29.88,45.31,19.57,5.24,692.0,iowa
22,15.8,34.02,36.03,14.15,1004.0,iowa
23,25.2,39.5,28.11,7.19,763.0,iowa
24,31.27,48.34,17.37,3.02,651.0,iowa
25,14.75,26.73,43.59,14.93,1157.0,iowa
26,13.56,33.22,40.36,12.86,1053.0,iowa
27,31.43,42.11,23.81,2.65,676.0,iowa
28,24.04,43.92,27.68,4.36,738.0,iowa
29,18.02,45.14,31.34,5.5,798.0,iowa
30,7.02,27.45,47.3,18.23,1288.0,iowa
31,11.18,35.43,46.13,7.27,1039.0,iowa
32,17.21,44.75,36.94,1.1,869.0,iowa
33,10.62,39.55,46.62,3.21,998.0,iowa
34,12.83,43.23,40.75,3.19,939.0,iowa
35,16.64,49.65,32.45,1.26,844.0,iowa
36,7.77,34.56,53.95,3.71,1096.0,iowa
37,3.17,28.93,44.62,23.28,1346.0,iowa
38,12.33,25.91,49.42,12.34,1201.0,iowa
39,4.04,28.94,44.76,22.26,1272.0,iowa
40,7.04,38.1,41.47,13.39,1109.0,iowa
41,9.45,38.86,41.01,10.68,1026.0,iowa
42,6.15,38.3,44.27,11.28,1071.0,iowa
43,5.37,36.03,45.64,12.96,1116.0,iowa
44,4.9,20.24,51.98,22.88,1372.0,iowa
45,9.2,44.72,42.55,3.53,970.0,iowa
46,10.89,42.26,37.32,9.53,956.0,iowa
47,21.52,42.83,29.56,6.09,802.0,iowa
48,21.87,40.27,30.76,7.1,834.0,iowa
49,19.17,40.65,31.95,8.22,858.0,iowa
50,26.99,41.77,26.74,4.5,736.0,iowa
51,30.16,42.7,23.52,3.61,715.0,iowa
52,33.98,40.21,20.92,4.89,661.0,iowa
53,23.3,48.64,24.73,3.33,744.0,iowa
54,31.57,43.01,19.99,5.43,659.0,iowa
55,24.95,43.15,26.66,5.23,751.0,iowa
56,29.69,42.18,23.37,4.77,680.0,iowa
57,14.46,31.74,37.67,16.12,1094.0,iowa
58,28.86,39.42,26.26,5.45,734.0,iowa
59,15.19,36.99,38.97,8.85,956.0,iowa
60,13.5,36.48,38.45,11.57,1000.0,iowa
61,18.12,50.35,28.7,2.83,777.0,iowa
62,25.78,52.4,21.05,0.78,749.0,iowa
63,20.64,37.55,33.11,8.69,869.0,iowa
64,27.0,43.12,25.34,4.54,726.0,iowa
65,14.62,41.16,38.68,5.54,921.0,iowa
66,12.06,44.35,36.12,7.47,942.0,iowa
67,7.96,36.11,38.65,17.28,1142.0,iowa
68,12.26,39.41,37.81,10.52,967.0,iowa
69,18.8,40.43,32.61,8.15,888.0,iowa
70,14.91,36.11,45.59,3.39,989.0,iowa
71,21.06,50.52,25.94,2.48,767.0,iowa
72,23.4,41.75,29.41,5.44,804.0,iowa
73,17.99,35.84,34.68,11.49,919.0,iowa
74,8.75,31.97,40.05,19.23,1128.0,iowa
75,21.92,34.78,36.06,7.24,887.0,iowa
76,21.44,43.09,28.96,6.5,807.0,iowa
77,13.73,22.9,43.95,19.43,1210.0,iowa
78,20.31,44.24,30.49,4.97,811.0,iowa
79,22.56,40.31,30.49,6.65,807.0,iowa
80,29.67,45.04,22.54,2.75,686.0,iowa
81,24.13,48.1,24.99,2.78,750.0,iowa
82,26.67,44.0,24.62,4.71,737.0,iowa
83,26.48,50.95,20.08,2.49,711.0,iowa
84,23.09,44.56,28.49,3.86,761.0,iowa
85,9.7,36.85,39.19,14.26,1071.0,iowa
86,11.49,39.95,39.28,9.28,984.0,iowa
87,22.15,46.08,29.09,2.68,802.0,iowa
88,24.29,41.24,29.61,4.86,769.0,iowa
89,13.97,45.46,37.24,3.33,895.0,iowa
90,19.71,54.68,23.91,1.69,755.0,iowa
91,18.77,43.86,32.48,4.89,854.0,iowa
92,14.85,38.75,36.24,10.16,937.0,iowa
93,11.49,38.98,39.74,9.79,994.0,iowa
94,7.38,33.46,35.91,23.25,1156.0,iowa
95,15.54,29.9,39.78,14.78,1084.0,iowa
96,24.42,41.0,29.28,5.3,776.0,iowa
97,17.82,36.53,36.31,9.35,946.0,iowa
98,21.47,49.33,25.17,4.03,741.0,iowa
99,15.01,40.66,38.92,5.41,921.0,iowa
100,20.91,44.45,29.85,4.79,815.0,iowa
1,39.66,43.21,15.21,1.92,575.0,kansas
2,33.6,42.23,22.06,2.11,680.0,kansas
3,25.35,52.49,18.89,3.27,718.0,kansas
4,29.22,43.34,25.03,2.41,696.0,kansas
5,20.66,41.05,31.56,6.73,808.0,kansas
6,6.19,29.86,44.58,19.37,1200.0,kansas
7,31.86,40.06,26.45,1.63,690.0,kansas
8,1.29,12.54,40.46,45.7,1828.0,kansas
9,32.55,49.07,16.08,2.29,632.0,kansas
10,6.53,41.64,43.01,8.82,1025.0,kansas
11,34.12,45.62,16.98,3.28,641.0,kansas
12,29.81,40.16,26.34,3.68,716.0,kansas
13,39.5,42.13,16.98,1.39,599.0,kansas
14,3.39,21.48,46.7,28.42,1424.0,kansas
15,8.55,32.78,48.04,10.63,1142.0,kansas
16,3.11,29.97,52.61,14.32,1265.0,kansas
17,2.73,29.62,47.4,20.25,1364.0,kansas
18,8.79,29.77,49.48,11.95,1158.0,kansas
19,2.82,27.95,38.42,30.81,1368.0,kansas
20,5.02,22.04,37.67,35.28,1621.0,kansas
21,7.03,22.97,47.97,22.02,1373.0,kansas
22,10.92,29.43,54.89,4.76,1096.0,kansas
23,7.3,38.48,47.9,6.31,1053.0,kansas
24,7.82,39.46,49.24,3.49,1033.0,kansas
25,9.68,21.44,47.38,21.5,1313.0,kansas
26,4.7,17.38,41.53,36.39,1733.0,kansas
27,1.61,14.09,32.73,51.57,2055.0,kansas
28,1.76,9.78,53.8,34.66,1540.0,kansas
29,5.61,35.15,46.1,13.14,1142.0,kansas
30,3.56,27.78,55.2,13.47,1207.0,kansas
31,18.68,49.33,30.77,1.22,843.0,kansas
32,28.47,48.1,22.81,0.62,677.0,kansas
33,13.2,33.31,49.01,4.49,1049.0,kansas
34,26.85,39.48,32.69,0.98,849.0,kansas
35,24.44,42.33,31.81,1.42,787.0,kansas
36,5.1,31.35,46.46,17.09,1253.0,kansas
37,12.6,46.73,39.13,1.55,923.0,kansas
38,8.36,28.57,41.35,21.73,1304.0,kansas
39,2.98,14.9,42.75,39.36,1769.0,kansas
40,10.27,35.78,40.53,13.42,1092.0,kansas
41,16.57,41.54,37.92,3.97,898.0,kansas
42,8.24,23.13,54.62,14.01,1287.0,kansas
43,6.23,27.03,56.87,9.87,1258.0,kansas
44,5.33,36.44,48.55,9.69,1091.0,kansas
45,4.79,31.36,46.49,17.37,1208.0,kansas
46,10.72,47.91,35.57,5.8,890.0,kansas
47,17.84,36.39,38.7,7.07,931.0,kansas
48,2.58,20.16,46.55,30.71,1462.0,kansas
49,4.69,31.05,47.66,16.6,1278.0,kansas
50,14.27,33.35,44.82,7.56,1038.0,kansas
51,18.49,37.25,35.11,9.15,911.0,kansas
52,8.2,30.71,43.72,17.37,1161.0,kansas
53,14.12,48.95,35.79,1.13,875.0,kansas
54,13.15,42.01,35.31,9.53,923.0,kansas
55,18.73,50.23,28.75,2.29,811.0,kansas
56,15.0,49.19,31.85,3.95,843.0,kansas
57,33.11,47.19,19.31,0.39,645.0,kansas
58,26.72,47.77,24.16,1.35,701.0,kansas
59,19.96,42.63,32.11,5.31,831.0,kansas
60,20.95,51.77,23.05,4.24,734.0,kansas
61,25.02,37.16,32.42,5.39,808.0,kansas
62,33.66,44.58,17.88,3.88,639.0,kansas
63,27.3,43.09,27.11,2.5,716.0,kansas
64,19.63,38.06,38.9,3.41,889.0,kansas
65,13.99,42.35,41.45,2.2,936.0,kansas
66,11.2,50.95,34.22,3.63,858.0,kansas
67,6.24,35.69,43.61,14.47,1131.0,kansas
68,17.95,43.38,35.19,3.48,850.0,kansas
69,21.78,49.49,27.04,1.69,801.0,kansas
70,26.63,41.4,28.59,3.38,724.0,kansas
71,17.29,46.66,30.37,5.69,837.0,kansas
72,21.42,42.3,30.84,5.44,797.0,kansas
73,20.55,43.12,29.92,6.41,803.0,kansas
74,23.73,44.15,29.14,2.98,763.0,kansas
75,21.72,48.21,26.19,3.88,786.0,kansas
76,24.43,48.3,23.18,4.09,728.0,kansas
77,12.85,34.9,43.12,9.13,1034.0,kansas
78,1.9,21.9,58.67,17.53,1579.0,kansas
79,22.23,45.38,28.05,4.34,770.0,kansas
80,31.9,46.74,18.98,2.38,674.0,kansas
81,12.56,46.15,33.83,7.46,871.0,kansas
82,14.65,35.72,42.4,7.23,994.0,kansas
83,18.39,51.9,26.11,3.6,788.0,kansas
84,21.51,48.78,25.92,3.79,789.0,kansas
85,4.46,33.76,43.44,18.34,1209.0,kansas
86,24.22,51.23,23.13,1.42,738.0,kansas
87,7.32,38.6,38.85,15.23,1072.0,kansas
88,15.29,42.96,39.47,2.27,870.0,kansas
89,15.81,42.25,38.68,3.25,865.0,kansas
90,10.44,33.18,46.85,9.53,1120.0,kansas
91,17.02,28.03,42.87,12.08,1092.0,kansas
92,20.34,48.36,28.49,2.81,788.0,kansas
93,20.74,31.4,38.29,9.57,957.0,kansas
94,9.78,27.41,55.2,7.61,1191.0,kansas
95,26.17,54.56,19.05,0.22,723.0,kansas
96,25.43,56.6,17.91,0.06,723.0,kansas
97,14.22,43.33,41.58,0.87,909.0,kansas
98,22.39,43.62,33.41,0.58,809.0,kansas
99,4.24,20.79,46.56,28.41,1565.0,kansas
100,11.02,34.37,42.61,12.0,1077.0,kansas
101,15.58,29.68,39.13,15.61,1101.0,kansas
102,25.71,59.62,14.68,0.0,679.0,kansas
103,27.04,59.0,12.85,1.1,678.0,kansas
104,13.72,41.81,37.35,7.12,930.0,kansas
105,16.24,54.25,27.78,1.73,833.0,kansas
106,40.58,39.41,15.94,4.07,586.0,kansas
107,29.59,46.11,21.27,3.02,673.0,kansas
108,23.13,45.41,27.32,4.14,761.0,kansas
109,39.91,39.74,16.95,3.39,585.0,kansas
110,34.65,44.98,16.7,3.67,618.0,kansas
111,18.45,47.61,27.82,6.13,825.0,kansas
112,30.12,46.8,20.07,3.0,674.0,kansas
113,34.94,44.05,17.43,3.58,627.0,kansas
114,33.4,40.54,23.28,2.78,668.0,kansas
115,26.79,44.53,25.29,3.39,706.0,kansas
116,30.53,44.93,22.46,2.08,674.0,kansas
117,38.75,42.83,16.25,2.18,601.0,kansas
118,31.44,43.86,20.03,4.67,659.0,kansas
119,17.35,47.18,30.26,5.22,804.0,kansas
120,33.28,41.71,22.1,2.91,667.0,kansas
121,4.46,19.15,38.37,38.02,1685.0,kansas
122,23.87,41.43,29.36,5.34,793.0,kansas
123,19.0,38.29,37.94,4.77,898.0,kansas
124,32.72,43.28,20.15,3.85,634.0,kansas
125,23.08,47.0,26.69,3.22,769.0,kansas
1,39.05,35.66,19.36,5.93,643.0,kentucky
2,35.41,40.85,20.94,2.8,629.0,kentucky
3,30.37,47.21,19.33,3.09,697.0,kentucky
4,38.53,36.29,23.32,1.86,660.0,kentucky
5,33.05,37.65,25.54,3.77,693.0,kentucky
6,36.4,33.55,25.66,4.39,669.0,kentucky
7,22.4,41.71,30.37,5.52,827.0,kentucky
8,30.12,41.19,25.91,2.77,714.0,kentucky
9,22.63,43.21,31.31,2.85,841.0,kentucky
10,31.57,37.7,26.91,3.81,731.0,kentucky
11,27.93,42.84,26.27,2.96,731.0,kentucky
12,38.05,37.72,21.46,2.77,640.0,kentucky
13,23.64,48.28,25.45,2.63,810.0,kentucky
14,35.79,38.26,22.25,3.71,669.0,kentucky
15,43.25,38.53,16.83,1.39,576.0,kentucky
16,36.56,39.66,20.4,3.38,653.0,kentucky
17,25.6,33.24,35.29,5.87,882.0,kentucky
18,37.91,31.37,26.55,4.17,658.0,kentucky
19,26.97,43.61,25.18,4.24,777.0,kentucky
20,18.3,45.66,32.33,3.71,853.0,kentucky
21,48.81,34.89,14.28,2.02,512.0,kentucky
22,28.77,43.83,24.14,3.26,745.0,kentucky
23,29.92,47.46,19.9,2.73,698.0,kentucky
24,41.7,37.34,19.06,1.91,592.0,kentucky
25,22.05,44.56,26.76,6.63,806.0,kentucky
26,22.11,33.07,40.1,4.73,926.0,kentucky
27,25.43,38.62,33.19,2.76,826.0,kentucky
28,17.26,43.79,35.85,3.11,882.0,kentucky
29,15.63,26.96,44.5,12.91,1125.0,kentucky
30,13.17,49.72,34.86,2.25,898.0,kentucky
31,12.72,34.31,48.55,4.42,1041.0,kentucky
32,8.03,32.55,47.66,11.76,1111.0,kentucky
33,10.73,27.72,46.29,15.27,1172.0,kentucky
34,9.67,32.92,39.33,18.08,1141.0,kentucky
35,20.96,38.87,36.91,3.26,914.0,kentucky
36,6.8,21.64,43.48,28.09,1390.0,kentucky
37,18.93,38.76,40.26,2.05,911.0,kentucky
38,19.97,45.94,32.43,1.66,853.0,kentucky
39,16.93,40.8,35.55,6.72,908.0,kentucky
40,18.7,49.8,31.15,0.35,824.0,kentucky
41,28.51,44.4,22.12,4.97,775.0,kentucky
42,22.85,41.81,31.93,3.4,827.0,kentucky
43,27.0,42.7,22.7,7.59,761.0,kentucky
44,22.03,38.84,37.49,1.64,892.0,kentucky
45,11.77,28.87,47.82,11.54,1125.0,kentucky
46,19.08,38.66,40.46,1.8,914.0,kentucky
47,32.61,37.19,25.85,4.36,708.0,kentucky
48,5.78,27.9,41.2,25.12,1340.0,kentucky
49,21.72,32.98,41.08,4.22,926.0,kentucky
50,27.37,38.5,28.98,5.14,821.0,kentucky
51,40.81,39.86,17.61,1.71,595.0,kentucky
52,47.77,37.57,13.02,1.64,521.0,kentucky
53,20.86,32.25,38.21,8.68,951.0,kentucky
54,39.01,37.74,20.02,3.22,627.0,kentucky
55,30.01,38.78,23.12,8.09,761.0,kentucky
56,14.7,42.01,35.48,7.81,902.0,kentucky
57,21.72,43.17,32.24,2.87,816.0,kentucky
58,19.02,33.12,37.82,10.04,966.0,kentucky
59,9.33,25.83,36.62,28.21,1388.0,kentucky
60,12.89,25.38,45.74,15.99,1171.0,kentucky
61,25.79,31.43,34.78,8.0,869.0,kentucky
62,21.12,26.54,43.21,9.14,1034.0,kentucky
63,12.28,34.24,41.67,11.81,1059.0,kentucky
64,14.31,26.23,52.97,6.49,1121.0,kentucky
65,22.54,46.73,26.36,4.37,779.0,kentucky
66,13.07,19.22,54.71,12.99,1209.0,kentucky
67,16.64,44.74,33.98,4.64,872.0,kentucky
68,13.68,34.5,37.83,13.99,1032.0,kentucky
69,18.35,38.58,39.55,3.52,943.0,kentucky
70,39.58,39.36,17.88,3.18,605.0,kentucky
71,33.35,36.73,24.03,5.89,705.0,kentucky
72,32.77,38.92,24.69,3.62,707.0,kentucky
73,25.07,40.38,29.12,5.43,799.0,kentucky
74,37.39,39.9,20.64,2.07,649.0,kentucky
75,15.73,41.51,34.49,8.27,908.0,kentucky
76,14.8,42.07,36.73,6.41,937.0,kentucky
77,20.04,43.42,34.59,1.94,835.0,kentucky
78,32.76,36.72,26.85,3.68,735.0,kentucky
79,12.66,48.21,34.33,4.8,906.0,kentucky
80,41.0,41.13,16.1,1.76,603.0,kentucky
81,20.27,51.74,24.75,3.23,736.0,kentucky
82,43.78,36.9,17.22,2.09,567.0,kentucky
83,51.37,32.36,13.85,2.41,489.0,kentucky
84,49.67,34.85,14.69,0.79,503.0,kentucky
85,39.36,36.95,20.98,2.71,647.0,kentucky
86,50.9,35.02,13.23,0.86,491.0,kentucky
87,60.02,30.88,8.27,0.83,393.0,kentucky
88,7.47,23.49,47.28,21.75,1316.0,kentucky
89,36.69,40.14,22.16,1.01,657.0,kentucky
90,54.15,32.67,12.13,1.05,458.0,kentucky
91,55.4,32.71,10.72,1.17,447.0,kentucky
92,60.83,28.69,9.31,1.17,414.0,kentucky
93,54.74,30.61,13.35,1.29,456.0,kentucky
94,52.76,29.22,13.59,4.43,476.0,kentucky
95,47.25,36.05,15.47,1.22,525.0,kentucky
96,50.1,30.16,17.82,1.92,502.0,kentucky
97,47.63,34.09,17.15,1.13,530.0,kentucky
98,33.22,39.88,23.1,3.8,687.0,kentucky
99,46.15,33.91,17.8,2.14,546.0,kentucky
100,30.08,41.37,25.36,3.18,719.0,kentucky
1,5.36,30.03,46.5,18.11,1281.0,maine
2,10.86,22.08,35.0,32.06,1485.0,maine
3,7.37,21.26,41.28,30.1,1479.0,maine
4,10.4,30.74,38.55,20.31,1204.0,maine
5,12.48,22.66,43.64,21.22,1447.0,maine
6,12.21,28.56,40.13,19.09,1317.0,maine
7,17.95,28.43,36.02,17.61,1073.0,maine
8,10.82,26.56,44.15,18.46,1326.0,maine
9,9.62,21.14,34.55,34.68,1411.0,maine
10,12.36,23.62,47.5,16.52,1291.0,maine
11,6.25,26.3,46.79,20.66,1205.0,maine
12,14.01,42.7,34.92,8.38,955.0,maine
13,10.55,40.1,39.05,10.31,991.0,maine
14,14.16,22.25,48.91,14.67,1254.0,maine
15,4.21,30.52,50.35,14.93,1305.0,maine
16,13.35,30.53,45.21,10.91,1111.0,maine
17,10.31,24.26,54.76,10.66,1212.0,maine
18,12.57,42.0,42.0,3.42,944.0,maine
19,6.11,27.16,54.26,12.47,1195.0,maine
20,26.97,23.26,35.64,14.13,995.0,maine
21,25.19,22.67,44.95,7.19,1047.0,maine
22,24.86,24.28,43.35,7.51,1023.0,maine
23,11.95,26.12,53.87,8.06,1262.0,maine
24,8.83,20.76,47.79,22.62,1392.0,maine
25,11.86,19.46,53.1,15.58,1338.0,maine
26,6.09,22.35,43.15,28.41,1494.0,maine
27,10.83,17.14,43.75,28.28,1534.0,maine
28,8.39,26.36,34.85,30.4,1378.0,maine
29,3.11,19.69,31.35,45.84,1868.0,maine
30,0.86,21.34,32.04,45.75,1877.0,maine
31,14.79,20.73,47.61,16.86,1320.0,maine
32,6.23,23.38,48.57,21.82,1484.0,maine
33,8.91,20.6,61.55,8.94,1371.0,maine
34,9.3,26.14,54.62,9.95,1169.0,maine
35,12.26,21.88,49.31,16.56,1273.0,maine
36,8.9,23.57,55.47,12.07,1241.0,maine
37,14.35,23.23,46.19,16.23,1346.0,maine
38,10.53,25.15,50.43,13.89,1201.0,maine
39,6.76,19.96,54.99,18.29,1290.0,maine
40,9.68,23.04,58.8,8.48,1199.0,maine
41,4.13,16.34,59.34,20.19,1383.0,maine
42,10.26,20.99,53.8,14.95,1352.0,maine
43,6.35,16.22,46.22,31.21,1588.0,maine
44,3.06,17.15,30.64,49.15,1969.0,maine
45,6.75,16.55,44.85,31.84,1551.0,maine
46,12.89,22.06,36.75,28.3,1392.0,maine
47,5.47,18.86,36.26,39.42,1696.0,maine
48,7.2,22.34,44.87,25.59,1418.0,maine
49,12.87,33.88,40.98,12.28,1058.0,maine
50,10.46,20.18,55.99,13.37,1269.0,maine
51,16.13,33.13,38.68,12.07,1010.0,maine
52,10.61,28.95,49.71,10.74,1109.0,maine
53,25.4,33.12,32.81,8.68,870.0,maine
54,12.81,27.85,47.12,12.23,1185.0,maine
55,14.87,27.0,43.49,14.65,1199.0,maine
56,13.54,34.33,46.97,5.16,1039.0,maine
57,15.76,34.33,44.46,5.45,998.0,maine
58,9.38,37.06,48.14,5.42,1047.0,maine
59,15.88,38.98,42.92,2.22,892.0,maine
60,21.48,57.04,20.7,0.78,728.0,maine
61,20.38,53.65,24.79,1.18,735.0,maine
62,20.66,56.41,21.11,1.82,780.0,maine
63,9.38,38.83,42.8,8.99,1028.0,maine
64,9.7,22.62,54.67,13.01,1260.0,maine
65,9.96,28.85,37.24,23.95,1167.0,maine
66,23.9,24.3,39.63,12.16,1043.0,maine
67,18.01,22.49,42.69,16.81,1135.0,maine
68,21.67,27.56,41.94,8.84,1011.0,maine
69,16.73,40.52,39.13,3.61,921.0,maine
70,27.58,33.36,32.79,6.27,818.0,maine
71,19.72,48.6,28.18,3.51,753.0,maine
72,25.77,35.51,35.21,3.52,889.0,maine
73,24.23,39.55,33.78,2.44,815.0,maine
74,27.67,40.71,29.18,2.45,748.0,maine
75,14.1,29.42,47.75,8.72,1084.0,maine
76,21.01,35.78,36.62,6.59,876.0,maine
77,21.95,29.43,38.78,9.83,969.0,maine
78,16.59,47.75,29.12,6.54,859.0,maine
79,28.67,32.18,35.42,3.72,777.0,maine
80,26.17,39.04,31.52,3.26,808.0,maine
81,13.47,31.23,46.57,8.74,1075.0,maine
82,14.55,34.04,45.76,5.64,1038.0,maine
83,14.66,41.48,32.66,11.2,875.0,maine
84,17.9,36.83,35.64,9.64,954.0,maine
85,17.93,52.04,27.11,2.91,775.0,maine
86,20.67,50.23,27.93,1.16,764.0,maine
87,25.95,31.16,39.63,3.27,877.0,maine
88,27.01,32.48,37.21,3.3,844.0,maine
89,14.23,35.37,38.73,11.67,1005.0,maine
90,15.56,36.87,34.81,12.76,972.0,maine
91,30.96,27.65,35.2,6.19,833.0,maine
92,17.22,38.99,34.96,8.83,888.0,maine
93,17.27,41.28,35.49,5.96,817.0,maine
94,11.5,35.87,29.36,23.27,1063.0,maine
95,15.88,32.12,47.5,4.5,1021.0,maine
96,23.16,35.84,35.76,5.23,864.0,maine
97,18.22,35.43,39.57,6.78,954.0,maine
98,29.88,33.11,32.03,4.98,789.0,maine
99,36.41,31.43,28.88,3.27,705.0,maine
100,29.15,40.37,28.22,2.26,762.0,maine
101,11.22,32.25,43.27,13.26,1096.0,maine
102,20.65,37.7,34.42,7.23,927.0,maine
103,18.15,29.31,47.22,5.32,1039.0,maine
104,29.38,41.13,27.81,1.69,774.0,maine
105,31.83,43.18,22.23,2.75,652.0,maine
106,35.13,38.85,25.14,0.88,749.0,maine
107,23.86,55.51,18.82,1.81,743.0,maine
108,22.89,44.96,30.63,1.52,774.0,maine
109,24.37,47.39,22.69,5.55,765.0,maine
110,15.71,50.61,31.04,2.65,808.0,maine
111,28.98,43.58,24.62,2.83,744.0,maine
112,42.15,34.74,20.6,2.5,580.0,maine
113,24.17,47.61,25.38,2.85,746.0,maine
114,28.21,40.94,27.27,3.58,748.0,maine
115,36.48,39.58,21.29,2.65,615.0,maine
116,38.44,34.85,23.92,2.78,653.0,maine
117,32.09,32.06,28.81,7.04,782.0,maine
118,40.05,37.19,20.71,2.05,634.0,maine
119,41.77,37.36,18.06,2.81,597.0,maine
120,33.01,41.22,22.44,3.33,685.0,maine
121,30.99,34.43,31.2,3.38,718.0,maine
122,23.56,45.04,28.32,3.08,813.0,maine
123,10.84,44.64,36.75,7.76,942.0,maine
124,11.64,47.4,32.09,8.88,899.0,maine
125,11.4,42.06,37.08,9.46,898.0,maine
126,19.22,40.48,37.24,3.07,885.0,maine
127,17.53,46.93,33.65,1.9,827.0,maine
128,11.97,40.48,42.42,5.13,974.0,maine
129,20.42,34.53,39.14,5.91,914.0,maine
130,28.82,26.7,37.51,6.97,900.0,maine
131,24.73,33.26,32.42,9.58,864.0,maine
132,18.22,32.65,43.72,5.42,988.0,maine
133,20.16,37.35,32.52,9.97,850.0,maine
134,27.65,34.15,30.37,7.83,771.0,maine
135,19.25,31.5,35.09,14.16,990.0,maine
136,23.54,36.29,35.34,4.83,864.0,maine
137,37.4,34.66,25.4,2.54,663.0,maine
138,36.37,36.99,21.06,5.58,672.0,maine
139,35.38,41.08,21.05,2.49,663.0,maine
140,35.43,42.47,20.3,1.8,597.0,maine
141,52.77,30.42,14.87,1.94,463.0,maine
142,39.78,40.46,19.01,0.76,569.0,maine
143,45.08,41.75,12.95,0.22,523.0,maine
144,42.86,33.37,22.12,1.65,595.0,maine
145,42.9,36.07,19.45,1.58,566.0,maine
146,38.7,40.37,18.11,2.82,591.0,maine
147,30.09,45.12,22.06,2.73,738.0,maine
148,35.16,45.07,17.95,1.81,639.0,maine
149,39.09,43.69,14.8,2.42,586.0,maine
150,41.06,38.22,18.73,2.0,592.0,maine
151,40.61,35.1,20.42,3.87,632.0,maine
1st barnstable,7.75,26.22,44.02,22.01,1342.0,massachusetts
2nd barnstable,6.94,20.9,43.56,28.6,1564.0,massachusetts
3rd barnstable,7.3,22.85,42.93,26.92,1460.0,massachusetts
4th barnstable,9.14,28.73,34.98,27.15,1298.0,massachusetts
"barnstable, dukes & nantucket",6.07,23.09,35.42,35.42,1567.0,massachusetts
1st berkshire,14.12,40.74,35.15,9.99,931.0,massachusetts
2nd berkshire,12.31,34.04,43.21,10.43,1062.0,massachusetts
3rd berkshire,11.84,35.98,43.98,8.21,1030.0,massachusetts
4th berkshire,8.21,30.68,42.42,18.68,1203.0,massachusetts
1st bristol,4.42,15.89,38.7,40.99,1747.0,massachusetts
2nd bristol,6.93,25.86,40.64,26.57,1453.0,massachusetts
3rd bristol,8.63,30.37,40.15,20.85,1239.0,massachusetts
4th bristol,4.57,22.81,34.41,38.21,1675.0,massachusetts
5th bristol,6.59,27.87,39.78,25.76,1364.0,massachusetts
6th bristol,12.61,40.14,36.08,11.17,964.0,massachusetts
7th bristol,16.76,48.73,28.59,5.92,853.0,massachusetts
8th bristol,10.34,28.86,38.75,22.04,1215.0,massachusetts
9th bristol,11.03,28.69,36.25,24.03,1212.0,massachusetts
10th bristol,7.78,30.76,37.59,23.87,1224.0,massachusetts
11th bristol,9.55,44.09,35.9,10.46,960.0,massachusetts
12th bristol,4.65,22.68,38.79,33.88,1602.0,massachusetts
13th bristol,14.85,43.06,35.22,6.86,918.0,massachusetts
14th bristol,4.34,25.34,39.03,31.29,1460.0,massachusetts
1st essex,5.44,16.23,38.68,39.64,1690.0,massachusetts
2nd essex,3.24,17.23,30.95,48.57,1967.0,massachusetts
3rd essex,6.51,20.43,51.18,21.88,1411.0,massachusetts
4th essex,3.25,11.6,32.61,52.55,2109.0,massachusetts
5th essex,5.28,20.51,39.72,34.5,1534.0,massachusetts
6th essex,7.97,17.13,38.49,36.41,1655.0,massachusetts
7th essex,7.87,17.97,44.33,29.83,1503.0,massachusetts
8th essex,2.55,10.16,35.78,51.51,2052.0,massachusetts
9th essex,5.95,21.13,32.43,40.48,1691.0,massachusetts
10th essex,6.98,14.6,48.94,29.48,1528.0,massachusetts
11th essex,15.05,18.78,45.6,20.57,1325.0,massachusetts
12th essex,9.46,19.8,39.07,31.68,1586.0,massachusetts
13th essex,4.3,19.32,30.39,45.99,1854.0,massachusetts
14th essex,5.17,17.01,43.68,34.14,1650.0,massachusetts
15th essex,6.36,21.04,42.84,29.77,1483.0,massachusetts
16th essex,16.71,16.74,53.96,12.59,1248.0,massachusetts
17th essex,12.16,14.84,47.21,25.79,1394.0,massachusetts
1st franklin,7.98,31.67,43.32,17.04,1192.0,massachusetts
2nd franklin,11.17,32.38,44.0,12.45,1095.0,massachusetts
1st hampden,6.83,30.45,40.63,22.09,1273.0,massachusetts
2nd hampden,5.31,22.32,37.84,34.52,1561.0,massachusetts
3rd hampden,7.58,28.19,47.96,16.28,1226.0,massachusetts
4th hampden,8.02,33.85,43.75,14.39,1132.0,massachusetts
5th hampden,17.68,42.04,33.97,6.3,920.0,massachusetts
6th hampden,11.43,40.24,37.73,10.6,981.0,massachusetts
7th hampden,7.79,32.15,42.37,17.68,1202.0,massachusetts
8th hampden,13.57,33.56,46.57,6.3,1034.0,massachusetts
9th hampden,14.04,26.07,55.54,4.35,1129.0,massachusetts
10th hampden,28.0,34.16,34.64,3.2,848.0,massachusetts
11th hampden,18.44,34.05,44.5,3.01,971.0,massachusetts
12th hampden,6.32,24.28,49.02,20.38,1356.0,massachusetts
