district,monthly housing costs - $499 or lower,monthly housing costs - $500 - 999,monthly housing costs - $1000 1999,monthly housing costs - $2000 or higher,monthly housing costs - median,state
41,36.84,31.51,24.7,6.95,677.0,south carolina
42,42.94,40.28,15.69,1.09,581.0,south carolina
43,40.08,30.73,27.24,1.95,651.0,south carolina
44,36.2,43.57,18.65,1.59,683.0,south carolina
45,18.93,23.76,40.58,16.74,1220.0,south carolina
46,11.98,35.32,43.59,9.11,1032.0,south carolina
47,25.89,27.14,38.54,8.43,961.0,south carolina
48,12.85,22.18,45.02,19.95,1199.0,south carolina
49,24.78,36.42,35.85,2.96,845.0,south carolina
50,40.45,36.02,21.75,1.77,623.0,south carolina
51,36.27,45.32,17.63,0.78,675.0,south carolina
52,31.34,34.98,28.39,5.29,755.0,south carolina
53,44.47,38.4,15.52,1.62,581.0,south carolina
54,47.36,40.32,11.09,1.23,529.0,south carolina
55,40.53,45.89,11.79,1.8,559.0,south carolina
56,19.87,22.16,49.14,8.83,1102.0,south carolina
57,48.84,35.55,13.98,1.62,518.0,south carolina
58,33.5,35.82,28.93,1.75,758.0,south carolina
59,29.68,44.56,23.56,2.2,726.0,south carolina
60,36.81,32.34,25.58,5.27,693.0,south carolina
61,42.46,41.54,14.59,1.42,566.0,south carolina
62,36.3,45.33,16.95,1.41,639.0,south carolina
63,18.12,41.7,34.72,5.46,881.0,south carolina
64,44.95,35.1,17.0,2.96,554.0,south carolina
65,45.26,29.86,22.51,2.36,562.0,south carolina
66,40.92,39.58,15.31,4.19,582.0,south carolina
67,25.41,27.18,41.84,5.57,960.0,south carolina
68,25.32,34.61,36.81,3.26,907.0,south carolina
69,13.17,32.24,44.1,10.48,1054.0,south carolina
70,30.82,41.94,25.9,1.33,767.0,south carolina
71,12.35,17.25,55.24,15.16,1268.0,south carolina
72,11.78,46.65,35.57,6.0,926.0,south carolina
73,23.06,42.92,32.3,1.72,824.0,south carolina
74,18.21,43.94,34.29,3.55,883.0,south carolina
75,10.13,34.62,37.04,18.21,1084.0,south carolina
76,16.36,39.55,39.91,4.18,949.0,south carolina
77,13.31,29.11,46.25,11.33,1099.0,south carolina
78,11.09,27.49,43.71,17.7,1151.0,south carolina
79,7.62,24.17,58.88,9.33,1227.0,south carolina
80,21.09,33.22,42.64,3.06,952.0,south carolina
81,23.34,32.39,36.45,7.82,903.0,south carolina
82,37.88,39.79,20.5,1.83,633.0,south carolina
83,24.23,38.29,31.14,6.34,845.0,south carolina
84,31.63,38.76,26.31,3.3,743.0,south carolina
85,20.33,27.17,41.92,10.58,1039.0,south carolina
86,41.34,28.59,25.98,4.1,609.0,south carolina
87,19.63,22.21,43.0,15.17,1168.0,south carolina
88,23.69,35.05,38.58,2.67,904.0,south carolina
89,24.16,40.03,31.42,4.39,831.0,south carolina
90,47.01,32.23,17.84,2.92,546.0,south carolina
91,45.57,34.52,17.61,2.3,552.0,south carolina
92,14.61,23.06,55.88,6.44,1139.0,south carolina
93,39.54,36.74,21.7,2.03,622.0,south carolina
94,14.28,25.69,52.58,7.44,1139.0,south carolina
95,35.67,41.88,19.65,2.8,638.0,south carolina
96,31.05,33.25,34.04,1.66,797.0,south carolina
97,29.26,23.82,36.22,10.69,922.0,south carolina
98,7.18,14.76,66.92,11.15,1338.0,south carolina
99,7.47,18.99,39.56,33.98,1569.0,south carolina
100,22.93,20.37,48.28,8.41,1108.0,south carolina
101,43.43,40.39,14.67,1.51,561.0,south carolina
102,41.31,34.54,20.83,3.32,639.0,south carolina
103,40.43,37.74,18.78,3.05,607.0,south carolina
104,24.44,34.38,33.83,7.35,899.0,south carolina
105,38.22,32.62,25.53,3.62,675.0,south carolina
106,26.6,30.42,35.59,7.39,878.0,south carolina
107,18.2,39.32,30.95,11.53,914.0,south carolina
108,17.48,29.01,36.62,16.89,1079.0,south carolina
109,15.19,34.59,46.9,3.32,1002.0,south carolina
110,7.87,11.14,45.21,35.79,1650.0,south carolina
111,16.41,26.31,39.61,17.67,1124.0,south carolina
112,5.31,18.15,38.16,38.38,1737.0,south carolina
113,16.45,36.25,42.27,5.03,970.0,south carolina
114,7.56,19.57,55.36,17.52,1368.0,south carolina
115,8.05,19.16,44.84,27.95,1517.0,south carolina
116,22.93,23.12,37.47,16.49,1071.0,south carolina
117,16.81,20.99,60.21,1.99,1134.0,south carolina
118,22.24,18.87,41.17,17.73,1201.0,south carolina
119,10.33,22.15,49.88,17.64,1279.0,south carolina
120,9.05,21.07,54.77,15.12,1269.0,south carolina
121,30.35,33.89,29.15,6.62,801.0,south carolina
122,46.2,30.8,20.63,2.37,546.0,south carolina
123,8.71,22.59,34.77,33.92,1394.0,south carolina
124,14.87,20.85,50.7,13.57,1214.0,south carolina
1,37.51,41.28,18.94,2.26,635.0,tennessee
2,33.41,38.92,23.49,4.18,686.0,tennessee
3,45.7,31.35,18.44,4.5,555.0,tennessee
4,42.13,39.24,17.23,1.4,588.0,tennessee
5,40.34,37.91,19.5,2.25,600.0,tennessee
6,24.11,42.22,28.27,5.4,807.0,tennessee
7,27.78,42.35,24.33,5.55,764.0,tennessee
8,31.56,33.03,27.92,7.49,794.0,tennessee
9,45.93,33.61,18.53,1.93,560.0,tennessee
10,33.8,42.81,20.9,2.49,714.0,tennessee
11,44.33,37.77,15.73,2.18,567.0,tennessee
12,31.25,34.34,27.67,6.74,779.0,tennessee
13,22.05,45.08,28.16,4.71,837.0,tennessee
14,15.94,20.64,40.24,23.18,1317.0,tennessee
15,24.79,43.0,28.04,4.17,804.0,tennessee
16,23.25,31.57,40.14,5.04,938.0,tennessee
17,31.53,38.92,26.87,2.68,740.0,tennessee
18,14.43,31.59,46.38,7.6,1047.0,tennessee
19,31.96,30.88,31.91,5.25,800.0,tennessee
20,26.73,31.86,33.92,7.49,879.0,tennessee
21,34.69,35.32,24.06,5.93,718.0,tennessee
22,37.5,33.17,25.23,4.11,701.0,tennessee
23,40.58,36.5,20.05,2.87,634.0,tennessee
24,23.34,44.61,27.11,4.94,811.0,tennessee
25,40.25,35.32,21.21,3.21,623.0,tennessee
26,18.8,28.98,41.22,11.0,1032.0,tennessee
27,21.2,37.22,30.51,11.06,892.0,tennessee
28,27.23,42.52,26.85,3.4,777.0,tennessee
29,19.38,30.69,40.9,9.04,1000.0,tennessee
30,18.1,39.62,34.0,8.27,922.0,tennessee
31,40.44,35.03,20.43,4.1,625.0,tennessee
32,30.51,35.03,26.77,7.69,723.0,tennessee
33,28.77,41.17,26.1,3.97,736.0,tennessee
34,14.29,18.87,54.6,12.24,1234.0,tennessee
35,44.88,36.36,16.0,2.76,552.0,tennessee
36,38.59,38.95,19.13,3.33,646.0,tennessee
37,14.08,26.87,51.45,7.6,1124.0,tennessee
38,46.8,36.85,14.6,1.75,531.0,tennessee
39,31.14,40.28,23.65,4.92,715.0,tennessee
40,26.12,34.06,30.09,9.72,831.0,tennessee
41,50.49,34.05,12.86,2.6,496.0,tennessee
42,27.4,42.76,25.11,4.73,740.0,tennessee
43,42.63,41.21,14.74,1.42,582.0,tennessee
44,18.45,30.6,41.05,9.91,1013.0,tennessee
45,13.16,23.13,49.91,13.8,1235.0,tennessee
46,25.79,31.9,34.28,8.02,897.0,tennessee
47,33.91,40.74,22.24,3.11,674.0,tennessee
48,15.21,29.18,46.67,8.94,1081.0,tennessee
49,12.73,26.66,54.72,5.89,1130.0,tennessee
50,12.24,20.28,54.67,12.81,1255.0,tennessee
51,13.97,25.95,46.55,13.53,1155.0,tennessee
52,8.04,29.81,57.95,4.19,1109.0,tennessee
53,9.67,24.15,56.23,9.95,1237.0,tennessee
54,16.18,29.74,47.35,6.73,1053.0,tennessee
55,7.87,18.48,47.38,26.27,1397.0,tennessee
56,3.92,20.71,34.52,40.85,1676.0,tennessee
57,16.7,16.38,46.37,20.56,1371.0,tennessee
58,20.16,27.85,39.08,12.91,1044.0,tennessee
59,9.46,27.28,61.06,2.2,1142.0,tennessee
60,15.64,21.06,55.81,7.49,1136.0,tennessee
61,5.47,18.15,41.42,34.97,1625.0,tennessee
62,24.47,42.34,27.95,5.24,788.0,tennessee
63,9.53,15.59,29.36,45.53,1899.0,tennessee
64,22.69,29.03,40.88,7.4,972.0,tennessee
65,14.85,14.0,41.46,29.7,1506.0,tennessee
66,19.62,28.86,42.97,8.55,1021.0,tennessee
67,14.29,36.71,46.12,2.88,991.0,tennessee
68,15.06,27.9,46.1,10.94,1109.0,tennessee
69,30.89,38.39,28.2,2.52,764.0,tennessee
70,37.7,37.97,20.53,3.8,635.0,tennessee
71,44.68,34.56,18.0,2.76,560.0,tennessee
72,42.83,38.94,16.19,2.04,574.0,tennessee
73,21.36,35.14,37.54,5.96,917.0,tennessee
74,21.81,37.27,37.9,3.03,901.0,tennessee
75,44.89,37.06,15.65,2.41,563.0,tennessee
76,40.77,44.35,13.79,1.09,585.0,tennessee
77,34.03,45.39,18.35,2.23,642.0,tennessee
78,24.76,27.46,41.58,6.19,970.0,tennessee
79,36.57,39.79,20.67,2.96,649.0,tennessee
80,31.4,44.9,22.42,1.28,696.0,tennessee
81,22.08,34.83,37.09,5.99,889.0,tennessee
82,32.36,49.59,16.55,1.5,659.0,tennessee
83,4.98,24.16,47.01,23.86,1320.0,tennessee
84,9.65,39.54,48.81,2.0,1007.0,tennessee
85,11.31,39.18,45.85,3.66,995.0,tennessee
86,18.95,37.82,36.98,6.25,928.0,tennessee
87,11.23,50.55,36.91,1.31,885.0,tennessee
88,16.99,39.58,39.46,3.97,949.0,tennessee
89,21.03,26.25,45.65,7.07,1042.0,tennessee
90,22.93,44.45,25.07,7.55,798.0,tennessee
91,21.95,48.75,24.93,4.36,804.0,tennessee
92,34.2,36.61,25.3,3.89,719.0,tennessee
93,22.03,50.68,25.43,1.86,787.0,tennessee
94,35.24,32.36,25.09,7.3,696.0,tennessee
95,3.85,19.13,35.64,41.38,1760.0,tennessee
96,4.97,22.92,59.24,12.87,1322.0,tennessee
97,9.68,33.16,49.45,7.7,1083.0,tennessee
98,15.48,47.63,35.26,1.63,881.0,tennessee
99,10.46,22.88,46.87,19.78,1348.0,tennessee
1,29.51,42.33,23.71,4.44,710.0,texas
2,23.27,38.13,31.42,7.18,838.0,texas
3,13.82,22.64,40.82,22.73,1233.0,texas
4,20.13,31.4,35.71,12.77,977.0,texas
5,31.16,37.46,26.05,5.33,726.0,texas
6,16.14,37.84,37.77,8.25,955.0,texas
7,22.36,40.87,30.8,5.96,833.0,texas
8,29.85,39.67,25.87,4.61,738.0,texas
9,40.57,34.73,20.8,3.91,611.0,texas
10,13.71,27.56,41.9,16.83,1163.0,texas
11,31.9,39.78,23.28,5.04,712.0,texas
12,29.21,38.73,25.32,6.74,743.0,texas
13,33.58,34.07,25.23,7.12,700.0,texas
14,8.99,40.67,39.46,10.88,1006.0,texas
15,5.33,14.07,46.7,33.9,1630.0,texas
16,18.52,28.11,38.26,15.12,1058.0,texas
17,24.86,33.78,34.83,6.52,859.0,texas
18,28.26,36.99,29.12,5.63,799.0,texas
19,38.45,35.36,22.22,3.96,626.0,texas
20,15.6,29.1,36.51,18.79,1103.0,texas
21,27.73,33.98,31.98,6.31,821.0,texas
22,30.86,34.75,28.87,5.52,792.0,texas
23,16.88,31.68,38.66,12.78,1024.0,texas
24,9.5,21.0,45.06,24.44,1378.0,texas
25,25.77,31.55,34.74,7.93,885.0,texas
26,4.12,19.46,43.14,33.28,1589.0,texas
27,7.37,18.52,48.95,25.15,1446.0,texas
28,2.51,11.62,36.49,49.39,1983.0,texas
29,8.56,18.22,41.47,31.75,1531.0,texas
30,28.8,35.36,29.97,5.87,778.0,texas
31,49.39,31.72,15.84,3.04,508.0,texas
32,9.83,28.9,47.62,13.65,1167.0,texas
33,4.15,13.51,43.15,39.19,1738.0,texas
34,25.58,34.34,34.0,6.08,858.0,texas
35,42.12,35.4,20.12,2.35,582.0,texas
36,33.82,41.46,21.03,3.68,677.0,texas
37,37.34,42.34,17.68,2.64,652.0,texas
38,34.47,37.85,23.33,4.35,693.0,texas
39,45.72,36.07,16.29,1.92,553.0,texas
40,34.42,41.72,21.26,2.61,670.0,texas
41,22.36,38.25,31.11,8.28,849.0,texas
42,20.07,43.22,30.05,6.66,835.0,texas
43,30.73,32.93,30.38,5.96,787.0,texas
44,17.42,27.21,40.2,15.17,1119.0,texas
45,7.93,24.0,48.46,19.61,1297.0,texas
46,7.99,22.08,53.54,16.39,1284.0,texas
47,3.49,11.27,36.79,48.46,1947.0,texas
48,2.35,13.22,54.76,29.68,1568.0,texas
49,3.05,16.39,53.39,27.17,1490.0,texas
50,4.13,16.15,59.29,20.43,1445.0,texas
51,9.48,21.12,53.96,15.44,1250.0,texas
52,3.5,15.97,54.12,26.41,1522.0,texas
53,28.19,36.59,27.37,7.85,763.0,texas
54,9.88,35.09,48.15,6.88,1067.0,texas
55,18.96,39.65,35.28,6.11,897.0,texas
56,14.23,38.24,38.61,8.92,970.0,texas
57,36.5,37.79,21.3,4.41,662.0,texas
58,21.81,29.76,39.23,9.2,976.0,texas
59,25.36,37.96,32.28,4.39,788.0,texas
60,30.45,35.93,26.52,7.1,747.0,texas
61,17.6,26.91,36.09,19.4,1114.0,texas
62,22.97,37.09,32.07,7.87,847.0,texas
63,3.6,12.69,41.72,41.98,1787.0,texas
64,4.86,28.87,48.79,17.48,1260.0,texas
65,2.72,21.2,56.31,19.77,1312.0,texas
66,1.79,14.71,52.72,30.78,1528.0,texas
67,2.99,16.98,51.09,28.95,1521.0,texas
68,33.9,39.79,21.31,5.0,668.0,texas
69,25.99,41.36,27.08,5.56,771.0,texas
70,3.51,14.42,41.67,40.4,1774.0,texas
71,23.04,38.57,31.25,7.13,847.0,texas
72,26.58,37.1,30.52,5.8,818.0,texas
73,12.9,24.55,40.36,22.19,1221.0,texas
74,39.04,35.47,22.86,2.63,624.0,texas
75,24.14,29.84,40.86,5.16,940.0,texas
76,36.93,44.65,16.76,1.66,657.0,texas
77,26.16,43.86,26.1,3.88,744.0,texas
78,15.78,31.67,41.85,10.71,1039.0,texas
79,16.31,37.11,42.54,4.04,966.0,texas
80,33.51,31.96,30.63,3.9,739.0,texas
81,26.83,29.2,36.23,7.73,896.0,texas
82,16.86,26.88,39.54,16.72,1124.0,texas
83,21.54,32.49,34.64,11.32,936.0,texas
84,14.44,42.9,37.02,5.64,915.0,texas
85,16.22,27.86,36.68,19.25,1109.0,texas
86,17.33,36.4,37.19,9.07,947.0,texas
87,24.62,44.49,26.21,4.68,785.0,texas
88,38.17,39.19,19.59,3.05,623.0,texas
89,3.29,16.43,42.89,37.4,1727.0,texas
90,23.9,42.46,30.76,2.89,831.0,texas
91,7.65,27.93,51.4,13.02,1228.0,texas
92,5.13,27.23,56.05,11.59,1200.0,texas
93,4.68,24.5,50.58,20.24,1371.0,texas
94,7.26,31.7,48.51,12.53,1174.0,texas
95,17.58,35.36,42.65,4.42,969.0,texas
96,5.07,19.62,51.29,24.02,1496.0,texas
97,6.31,31.63,46.68,15.39,1173.0,texas
98,2.33,10.34,39.31,48.02,1948.0,texas
99,9.23,24.85,50.24,15.67,1257.0,texas
100,16.93,35.93,39.84,7.3,961.0,texas
101,7.05,24.89,55.01,13.05,1240.0,texas
102,4.1,26.81,52.26,16.83,1238.0,texas
103,7.76,29.83,50.97,11.44,1169.0,texas
104,16.89,38.22,40.9,3.99,943.0,texas
105,8.55,31.08,52.04,8.32,1126.0,texas
106,3.37,12.45,43.8,40.39,1780.0,texas
107,9.55,28.59,50.82,11.04,1156.0,texas
108,2.74,13.13,47.06,37.07,1650.0,texas
109,11.1,27.05,51.63,10.22,1167.0,texas
110,25.78,37.67,34.98,1.58,855.0,texas
111,10.5,33.39,48.07,8.04,1083.0,texas
112,7.21,27.87,50.87,14.05,1224.0,texas
113,8.2,26.13,49.98,15.68,1261.0,texas
114,2.83,30.47,41.29,25.41,1242.0,texas
115,3.09,18.47,57.17,21.28,1372.0,texas
116,12.42,36.91,44.68,5.99,1008.0,texas
117,14.35,25.56,42.97,17.12,1221.0,texas
118,23.21,33.46,39.26,4.07,910.0,texas
119,21.9,34.71,39.8,3.6,906.0,texas
120,19.16,32.98,44.09,3.77,967.0,texas
121,7.25,26.25,49.04,17.46,1234.0,texas
122,2.57,15.13,42.59,39.72,1690.0,texas
123,16.94,40.66,35.25,7.15,920.0,texas
124,14.91,29.3,51.23,4.56,1076.0,texas
125,19.94,34.79,40.8,4.46,937.0,texas
126,8.58,23.88,53.35,14.2,1252.0,texas
127,6.78,18.56,49.7,24.96,1480.0,texas
128,14.05,28.97,46.5,10.47,1126.0,texas
129,7.79,25.85,49.19,17.17,1250.0,texas
130,7.15,18.31,46.28,28.26,1536.0,texas
131,12.12,37.75,47.24,2.89,1002.0,texas
132,5.1,15.98,56.47,22.46,1493.0,texas
133,2.75,17.93,49.27,30.04,1455.0,texas
134,1.98,9.97,44.89,43.16,1813.0,texas
135,5.52,21.24,60.28,12.96,1363.0,texas
136,2.64,13.73,53.33,30.3,1615.0,texas
137,4.74,50.05,41.57,3.64,964.0,texas
138,7.98,26.77,51.11,14.14,1223.0,texas
139,15.29,34.2,42.53,7.98,1007.0,texas
140,25.57,36.82,36.03,1.59,846.0,texas
141,16.18,43.24,38.27,2.31,919.0,texas
142,19.47,26.09,43.92,10.52,1068.0,texas
143,22.65,41.13,33.52,2.69,839.0,texas
144,21.21,41.16,36.32,1.3,869.0,texas
145,16.7,38.92,37.18,7.2,917.0,texas
146,14.1,38.6,41.51,5.78,969.0,texas
147,12.58,29.18,41.56,16.67,1148.0,texas
148,12.87,33.93,32.4,20.8,1060.0,texas
149,11.49,31.14,48.32,9.05,1091.0,texas
150,5.38,20.46,50.06,24.1,1471.0,texas
1,23.95,31.23,39.67,5.15,913.0,utah
2,7.87,6.5,58.04,27.59,1694.0,utah
3,17.92,29.17,44.48,8.43,1041.0,utah
4,17.27,48.28,30.5,3.95,774.0,utah
5,22.85,22.28,44.29,10.58,1081.0,utah
6,8.35,9.01,56.92,25.73,1600.0,utah
7,17.81,24.88,46.91,10.4,1129.0,utah
8,19.48,26.46,44.55,9.5,1056.0,utah
9,16.66,32.76,45.5,5.08,1009.0,utah
10,14.31,37.34,40.98,7.37,977.0,utah
11,18.69,22.45,45.44,13.43,1138.0,utah
12,17.3,16.51,51.94,14.24,1301.0,utah
13,14.23,15.84,58.27,11.66,1294.0,utah
14,18.63,19.12,53.07,9.19,1193.0,utah
15,12.32,11.19,43.14,33.35,1620.0,utah
16,13.58,23.55,51.06,11.81,1191.0,utah
17,20.81,19.18,45.57,14.44,1223.0,utah
18,14.86,19.42,38.62,27.1,1445.0,utah
19,15.08,21.82,42.8,20.29,1265.0,utah
20,12.72,14.64,55.07,17.57,1351.0,utah
21,18.18,18.83,56.23,6.75,1189.0,utah
22,15.67,15.75,58.35,10.23,1268.0,utah
23,16.54,31.28,47.37,4.81,1026.0,utah
24,9.84,32.91,41.47,15.78,1118.0,utah
25,13.2,25.89,49.3,11.61,1188.0,utah
26,11.08,33.63,53.01,2.29,1058.0,utah
27,9.57,13.51,30.66,46.25,1899.0,utah
28,10.12,24.16,30.02,35.7,1553.0,utah
29,18.85,21.6,44.34,15.21,1212.0,utah
30,17.92,16.09,60.05,5.93,1260.0,utah
31,14.31,21.42,57.44,6.83,1250.0,utah
32,11.07,16.26,44.25,28.42,1539.0,utah
33,17.02,22.25,56.85,3.88,1126.0,utah
34,14.34,23.67,54.19,7.8,1134.0,utah
35,9.56,30.44,55.13,4.87,1097.0,utah
36,14.19,22.47,33.49,29.85,1404.0,utah
37,15.33,25.5,41.97,17.2,1167.0,utah
38,15.63,10.16,63.39,10.83,1363.0,utah
39,20.34,13.75,55.56,10.35,1261.0,utah
40,14.33,22.86,50.61,12.2,1195.0,utah
41,9.58,13.29,42.86,34.28,1683.0,utah
42,6.31,8.03,55.69,29.97,1640.0,utah
43,16.23,15.11,60.48,8.18,1311.0,utah
44,14.73,19.42,56.0,9.86,1233.0,utah
45,15.62,13.66,59.1,11.63,1307.0,utah
46,11.27,22.7,43.48,22.55,1348.0,utah
47,9.61,20.22,56.22,13.96,1306.0,utah
48,12.72,28.56,35.91,22.81,1224.0,utah
49,11.55,16.42,39.6,32.43,1673.0,utah
50,8.4,16.15,37.4,38.06,1682.0,utah
51,5.52,15.09,39.69,39.7,1681.0,utah
52,5.92,10.42,55.01,28.65,1740.0,utah
53,17.37,18.1,35.39,29.15,1390.0,utah
54,10.69,16.68,35.26,37.37,1578.0,utah
55,31.59,27.22,35.47,5.72,818.0,utah
56,15.5,17.64,47.38,19.48,1368.0,utah
57,13.05,16.42,56.12,14.4,1325.0,utah
58,27.16,30.36,36.71,5.77,871.0,utah
59,13.31,18.52,53.55,14.62,1306.0,utah
60,16.64,30.19,42.11,11.06,1061.0,utah
61,13.97,26.8,52.3,6.93,1118.0,utah
62,17.19,24.49,41.58,16.75,1175.0,utah
63,22.11,46.09,24.21,7.58,822.0,utah
64,10.78,37.02,47.55,4.65,1032.0,utah
65,11.78,21.82,46.18,20.22,1383.0,utah
66,15.37,20.17,49.31,15.15,1285.0,utah
67,17.17,17.1,53.16,12.57,1285.0,utah
68,22.36,27.92,36.98,12.74,996.0,utah
69,33.91,34.23,28.04,3.82,712.0,utah
70,36.0,30.14,31.01,2.84,747.0,utah
71,22.51,25.18,45.36,6.95,1037.0,utah
72,22.87,36.48,34.6,6.05,879.0,utah
73,41.75,27.12,26.01,5.11,644.0,utah
74,21.04,22.83,43.59,12.55,1149.0,utah
75,23.0,26.3,40.64,10.06,1009.0,utah
addison-2,8.18,28.53,46.29,17.01,1251.0,vermont
addison-5,7.57,31.79,41.34,19.3,1205.0,vermont
addison-rutland,13.39,35.62,40.45,10.54,1024.0,vermont
bennington-1,22.53,42.83,30.48,4.16,785.0,vermont
bennington-3,7.21,26.84,50.5,15.44,1273.0,vermont
bennington-rutland,10.5,31.75,41.53,16.23,1220.0,vermont
chittenden-1,2.41,33.05,36.53,28.0,1424.0,vermont
chittenden-4-1,1.47,16.87,37.36,44.29,1700.0,vermont
chittenden-4-2,2.54,31.25,41.53,24.68,1320.0,vermont
chittenden-5-1,6.03,18.9,46.0,29.06,1591.0,vermont
chittenden-5-2,7.54,14.7,27.08,50.68,2020.0,vermont
chittenden-6-2,7.27,17.89,56.01,18.83,1445.0,vermont
chittenden-6-6,4.67,17.75,49.08,28.5,1422.0,vermont
chittenden-7-1,0.66,7.8,54.84,36.7,1729.0,vermont
chittenden-7-2,0.0,14.88,44.95,40.17,1730.0,vermont
chittenden-7-3,5.05,28.53,60.99,5.43,1355.0,vermont
chittenden-7-4,4.8,18.64,60.45,16.1,1454.0,vermont
chittenden-8-3,2.23,21.89,33.35,42.52,1806.0,vermont
caledonia-1,8.93,36.7,44.33,10.04,1076.0,vermont
caledonia-2,22.48,41.34,32.21,3.97,845.0,vermont
caledonia-washington,13.87,32.37,41.78,11.97,1094.0,vermont
essex-caledonia,24.17,35.55,31.0,9.28,879.0,vermont
essex-caledonia-orleans,25.52,37.96,32.93,3.59,769.0,vermont
franklin-1,11.7,19.52,47.82,20.96,1545.0,vermont
franklin-2,6.31,20.43,49.81,23.45,1541.0,vermont
franklin-6,8.96,25.52,47.85,17.68,1370.0,vermont
franklin-7,9.41,40.31,44.2,6.07,1004.0,vermont
franklin-3-2,8.52,24.97,53.26,13.25,1335.0,vermont
lamoille-1,3.52,21.84,42.25,32.39,1330.0,vermont
lamoille-3,4.0,33.04,48.66,14.31,1290.0,vermont
orange-caledonia,20.21,36.82,34.99,7.98,896.0,vermont
orleans-lamoille,14.62,37.3,38.94,9.14,975.0,vermont
orange-2,8.17,36.97,46.16,8.7,1088.0,vermont
rutland-1,13.23,37.74,44.59,4.44,982.0,vermont
rutland-4,4.67,47.12,36.75,11.45,986.0,vermont
rutland-bennington,19.06,34.73,37.41,8.8,943.0,vermont
rutland-windsor-1,10.48,32.78,37.44,19.3,1132.0,vermont
rutland-5-1,10.68,39.42,42.74,7.16,998.0,vermont
rutland-5-2,14.16,39.82,41.45,4.57,954.0,vermont
rutland-5-3,14.65,45.49,38.58,1.28,799.0,vermont
rutland-5-4,7.35,54.18,35.19,3.29,902.0,vermont
rutland-windsor-2,12.13,40.79,37.12,9.96,963.0,vermont
windham-1,6.31,37.46,40.47,15.75,1105.0,vermont
windham-5,10.35,37.28,41.35,11.01,1059.0,vermont
windham-6,9.02,37.58,44.2,9.2,1050.0,vermont
windham-2-1,16.26,29.85,39.55,14.34,1067.0,vermont
windham-2-2,5.83,37.01,53.4,3.75,1106.0,vermont
windham-2-3,13.81,45.92,35.14,5.13,922.0,vermont
washington-5,8.5,23.51,49.14,18.84,1429.0,vermont
washington-6,9.51,34.57,41.87,14.05,1135.0,vermont
windham-bennington-windsor,11.09,31.87,41.3,15.75,1112.0,vermont
windham-bennington,11.3,36.09,39.77,12.85,1043.0,vermont
windsor-2,10.64,35.45,43.47,10.44,1064.0,vermont
windsor-5,5.21,29.59,30.39,34.8,1339.0,vermont
windsor-rutland,10.47,34.63,43.0,11.9,1083.0,vermont
windsor-3-1,25.3,30.86,39.57,4.27,853.0,vermont
windsor-4-1,5.68,22.9,47.73,23.69,1326.0,vermont
windsor-orange-1,9.46,35.73,45.18,9.63,1088.0,vermont
1,42.09,39.8,15.84,2.26,587.0,west virginia
2,49.74,35.49,13.16,1.62,502.0,west virginia
3,36.83,39.91,20.56,2.7,629.0,west virginia
4,46.97,37.07,15.11,0.84,527.0,west virginia
5,58.77,30.99,9.89,0.35,422.0,west virginia
6,60.95,23.38,15.14,0.53,376.0,west virginia
7,54.34,31.42,12.77,1.47,438.0,west virginia
8,35.64,31.79,28.82,3.75,725.0,west virginia
9,44.79,36.54,16.25,2.42,573.0,west virginia
10,38.3,43.1,16.49,2.11,627.0,west virginia
11,50.77,34.28,14.2,0.75,492.0,west virginia
12,46.3,38.98,13.95,0.78,554.0,west virginia
13,49.76,29.34,18.4,2.5,503.0,west virginia
14,46.87,30.21,17.94,4.98,548.0,west virginia
15,22.95,26.81,38.34,11.91,1007.0,west virginia
16,33.86,43.32,19.97,2.85,675.0,west virginia
17,35.33,42.52,19.6,2.55,693.0,west virginia
18,31.03,38.13,26.93,3.91,746.0,west virginia
19,49.63,33.94,13.74,2.69,504.0,west virginia
20,55.65,31.13,12.99,0.22,455.0,west virginia
21,72.88,19.79,7.32,0.01,352.0,west virginia
22,52.85,30.92,14.96,1.27,474.0,west virginia
23,50.91,35.25,13.08,0.76,490.0,west virginia
24,48.27,36.96,13.94,0.82,518.0,west virginia
25,64.26,28.16,7.05,0.53,387.0,west virginia
26,63.92,31.58,4.5,0.0,372.0,west virginia
27,42.23,41.11,16.05,0.62,586.0,west virginia
28,45.07,35.29,16.85,2.8,559.0,west virginia
29,49.45,32.12,16.45,1.98,506.0,west virginia
30,37.04,38.28,21.39,3.29,708.0,west virginia
31,49.76,31.1,19.14,0.0,503.0,west virginia
32,47.84,36.11,14.34,1.71,523.0,west virginia
33,65.25,26.47,8.04,0.24,364.0,west virginia
34,52.6,33.42,12.31,1.68,469.0,west virginia
35,30.97,41.68,23.24,4.11,713.0,west virginia
36,37.75,39.28,19.67,3.3,639.0,west virginia
37,35.99,46.92,15.0,2.09,638.0,west virginia
38,31.72,30.85,33.98,3.44,802.0,west virginia
39,51.77,27.96,15.92,4.36,487.0,west virginia
40,51.19,28.05,18.66,2.1,492.0,west virginia
41,44.99,37.24,16.35,1.42,543.0,west virginia
42,44.49,35.29,16.85,3.37,573.0,west virginia
43,48.12,38.2,13.05,0.63,524.0,west virginia
44,59.46,30.03,10.51,0.0,400.0,west virginia
45,40.17,37.92,21.2,0.71,622.0,west virginia
46,48.72,32.09,17.59,1.6,529.0,west virginia
47,50.25,33.31,15.18,1.26,497.0,west virginia
